muni_code,muni_kts,muni_name,county_kts,county_code,county_name
1610024,10031613110024,Głogówek - miasto (4),10031613110000,1610,Powiat prudnicki
1610025,10031613110025,Głogówek - obszar wiejski (5),10031613110000,1610,Powiat prudnicki
1610032,10031613110032,Lubrza (2),10031613110000,1610,Powiat prudnicki
1610043,10031613110043,Prudnik (3),10031613110000,1610,Powiat prudnicki
1610044,10031613110044,Prudnik - miasto (4),10031613110000,1610,Powiat prudnicki
1610045,10031613110045,Prudnik - obszar wiejski (5),10031613110000,1610,Powiat prudnicki
1611012,10031613211012,Izbicko (2),10031613211000,1611,Powiat strzelecki
1611022,10031613211022,Jemielnica (2),10031613211000,1611,Powiat strzelecki
1611033,10031613211033,Kolonowskie (3),10031613211000,1611,Powiat strzelecki
1611034,10031613211034,Kolonowskie - miasto (4),10031613211000,1611,Powiat strzelecki
1611035,10031613211035,Kolonowskie - obszar wiejski (5),10031613211000,1611,Powiat strzelecki
1611043,10031613211043,Leśnica (3),10031613211000,1611,Powiat strzelecki
1611044,10031613211044,Leśnica - miasto (4),10031613211000,1611,Powiat strzelecki
1611045,10031613211045,Leśnica - obszar wiejski (5),10031613211000,1611,Powiat strzelecki
1611053,10031613211053,Strzelce Opolskie (3),10031613211000,1611,Powiat strzelecki
1611054,10031613211054,Strzelce Opolskie - miasto (4),10031613211000,1611,Powiat strzelecki
1611055,10031613211055,Strzelce Opolskie - obszar wiejski (5),10031613211000,1611,Powiat strzelecki
1611063,10031613211063,Ujazd (3),10031613211000,1611,Powiat strzelecki
1611064,10031613211064,Ujazd - miasto (4),10031613211000,1611,Powiat strzelecki
1611065,10031613211065,Ujazd - obszar wiejski (5),10031613211000,1611,Powiat strzelecki
1611073,10031613211073,Zawadzkie (3),10031613211000,1611,Powiat strzelecki
1611074,10031613211074,Zawadzkie - miasto (4),10031613211000,1611,Powiat strzelecki
1611075,10031613211075,Zawadzkie - obszar wiejski (5),10031613211000,1611,Powiat strzelecki
1661011,10031613261011,Opole (1),10031613261000,1661,Powiat m. Opole
1801032,10061813301032,Czarna (2),10061813301000,1801,Powiat bieszczadzki
1801052,10061813301052,Lutowiska (2),10061813301000,1801,Powiat bieszczadzki
1801083,10061813301083,Ustrzyki Dolne (3),10061813301000,1801,Powiat bieszczadzki
1801084,10061813301084,Ustrzyki Dolne - miasto (4),10061813301000,1801,Powiat bieszczadzki
1801085,10061813301085,Ustrzyki Dolne - obszar wiejski (5),10061813301000,1801,Powiat bieszczadzki
1802013,10061813302013,Brzozów (3),10061813302000,1802,Powiat brzozowski
1802014,10061813302014,Brzozów - miasto (4),10061813302000,1802,Powiat brzozowski
1802015,10061813302015,Brzozów - obszar wiejski (5),10061813302000,1802,Powiat brzozowski
1802022,10061813302022,Domaradz (2),10061813302000,1802,Powiat brzozowski
1802032,10061813302032,Dydnia (2),10061813302000,1802,Powiat brzozowski
1802042,10061813302042,Haczów (2),10061813302000,1802,Powiat brzozowski
1802052,10061813302052,Jasienica Rosielna (2),10061813302000,1802,Powiat brzozowski
1802062,10061813302062,Nozdrzec (2),10061813302000,1802,Powiat brzozowski
1803011,10061813603011,Dębica (1),10061813603000,1803,Powiat dębicki
1803023,10061813603023,Brzostek (3),10061813603000,1803,Powiat dębicki
1803024,10061813603024,Brzostek - miasto (4),10061813603000,1803,Powiat dębicki
1803025,10061813603025,Brzostek - obszar wiejski (5),10061813603000,1803,Powiat dębicki
1803032,10061813603032,Czarna (2),10061813603000,1803,Powiat dębicki
1803042,10061813603042,Dębica (2),10061813603000,1803,Powiat dębicki
1803052,10061813603052,Jodłowa (2),10061813603000,1803,Powiat dębicki
1803063,10061813603063,Pilzno (3),10061813603000,1803,Powiat dębicki
1803064,10061813603064,Pilzno - miasto (4),10061813603000,1803,Powiat dębicki
1803065,10061813603065,Pilzno - obszar wiejski (5),10061813603000,1803,Powiat dębicki
1803072,10061813603072,Żyraków (2),10061813603000,1803,Powiat dębicki
1804011,10061813404011,Jarosław (1),10061813404000,1804,Powiat jarosławski
1804021,10061813404021,Radymno (1),10061813404000,1804,Powiat jarosławski
1804032,10061813404032,Chłopice (2),10061813404000,1804,Powiat jarosławski
1804042,10061813404042,Jarosław (2),10061813404000,1804,Powiat jarosławski
1804052,10061813404052,Laszki (2),10061813404000,1804,Powiat jarosławski
1804062,10061813404062,Pawłosiów (2),10061813404000,1804,Powiat jarosławski
1804073,10061813404073,Pruchnik (3),10061813404000,1804,Powiat jarosławski
1804074,10061813404074,Pruchnik - miasto (4),10061813404000,1804,Powiat jarosławski
1804075,10061813404075,Pruchnik - obszar wiejski (5),10061813404000,1804,Powiat jarosławski
1804082,10061813404082,Radymno (2),10061813404000,1804,Powiat jarosławski
1804092,10061813404092,Rokietnica (2),10061813404000,1804,Powiat jarosławski
1804102,10061813404102,Roźwienica (2),10061813404000,1804,Powiat jarosławski
1804112,10061813404112,Wiązownica (2),10061813404000,1804,Powiat jarosławski
1805011,10061813305011,Jasło (1),10061813305000,1805,Powiat jasielski
1805022,10061813305022,Brzyska (2),10061813305000,1805,Powiat jasielski
1805032,10061813305032,Dębowiec (2),10061813305000,1805,Powiat jasielski
1805042,10061813305042,Jasło (2),10061813305000,1805,Powiat jasielski
1805053,10061813305053,Kołaczyce (3),10061813305000,1805,Powiat jasielski
1805054,10061813305054,Kołaczyce - miasto (4),10061813305000,1805,Powiat jasielski
1805055,10061813305055,Kołaczyce - obszar wiejski (5),10061813305000,1805,Powiat jasielski
1805062,10061813305062,Krempna (2),10061813305000,1805,Powiat jasielski
1805072,10061813305072,Nowy Żmigród (2),10061813305000,1805,Powiat jasielski
1805082,10061813305082,Osiek Jasielski (2),10061813305000,1805,Powiat jasielski
1805092,10061813305092,Skołyszyn (2),10061813305000,1805,Powiat jasielski
1805112,10061813305112,Tarnowiec (2),10061813305000,1805,Powiat jasielski
1806012,10061813506012,Cmolas (2),10061813506000,1806,Powiat kolbuszowski
1806023,10061813506023,Kolbuszowa (3),10061813506000,1806,Powiat kolbuszowski
1806024,10061813506024,Kolbuszowa - miasto (4),10061813506000,1806,Powiat kolbuszowski
1806025,10061813506025,Kolbuszowa - obszar wiejski (5),10061813506000,1806,Powiat kolbuszowski
1806032,10061813506032,Majdan Królewski (2),10061813506000,1806,Powiat kolbuszowski
1806042,10061813506042,Niwiska (2),10061813506000,1806,Powiat kolbuszowski
1806052,10061813506052,Raniżów (2),10061813506000,1806,Powiat kolbuszowski
1806062,10061813506062,Dzikowiec (2),10061813506000,1806,Powiat kolbuszowski
1807012,10061813307012,Chorkówka (2),10061813307000,1807,Powiat krośnieński
1807023,10061813307023,Dukla (3),10061813307000,1807,Powiat krośnieński
1807024,10061813307024,Dukla - miasto (4),10061813307000,1807,Powiat krośnieński
1807025,10061813307025,Dukla - obszar wiejski (5),10061813307000,1807,Powiat krośnieński
1807033,10061813307033,Iwonicz-Zdrój (3),10061813307000,1807,Powiat krośnieński
1807034,10061813307034,Iwonicz-Zdrój - miasto (4),10061813307000,1807,Powiat krośnieński
1807035,10061813307035,Iwonicz-Zdrój - obszar wiejski (5),10061813307000,1807,Powiat krośnieński
1807043,10061813307043,Jedlicze (3),10061813307000,1807,Powiat krośnieński
1807044,10061813307044,Jedlicze - miasto (4),10061813307000,1807,Powiat krośnieński
1807045,10061813307045,Jedlicze - obszar wiejski (5),10061813307000,1807,Powiat krośnieński
1807052,10061813307052,Korczyna (2),10061813307000,1807,Powiat krośnieński
1807062,10061813307062,Krościenko Wyżne (2),10061813307000,1807,Powiat krośnieński
1807072,10061813307072,Miejsce Piastowe (2),10061813307000,1807,Powiat krośnieński
1807083,10061813307083,Rymanów (3),10061813307000,1807,Powiat krośnieński
1807084,10061813307084,Rymanów - miasto (4),10061813307000,1807,Powiat krośnieński
1807085,10061813307085,Rymanów - obszar wiejski (5),10061813307000,1807,Powiat krośnieński
1807092,10061813307092,Wojaszówka (2),10061813307000,1807,Powiat krośnieński
1807102,10061813307102,Jaśliska (2),10061813307000,1807,Powiat krośnieński
1808011,10061813608011,Leżajsk (1),10061813608000,1808,Powiat leżajski
1808022,10061813608022,Grodzisko Dolne (2),10061813608000,1808,Powiat leżajski
1808032,10061813608032,Kuryłówka (2),10061813608000,1808,Powiat leżajski
1808042,10061813608042,Leżajsk (2),10061813608000,1808,Powiat leżajski
1808053,10061813608053,Nowa Sarzyna (3),10061813608000,1808,Powiat leżajski
1808054,10061813608054,Nowa Sarzyna - miasto (4),10061813608000,1808,Powiat leżajski
1808055,10061813608055,Nowa Sarzyna - obszar wiejski (5),10061813608000,1808,Powiat leżajski
1809011,10061813409011,Lubaczów (1),10061813409000,1809,Powiat lubaczowski
1809023,10061813409023,Cieszanów (3),10061813409000,1809,Powiat lubaczowski
1809024,10061813409024,Cieszanów - miasto (4),10061813409000,1809,Powiat lubaczowski
1809025,10061813409025,Cieszanów - obszar wiejski (5),10061813409000,1809,Powiat lubaczowski
1809032,10061813409032,Horyniec-Zdrój (2),10061813409000,1809,Powiat lubaczowski
1809042,10061813409042,Lubaczów (2),10061813409000,1809,Powiat lubaczowski
1809053,10061813409053,Narol (3),10061813409000,1809,Powiat lubaczowski
1809054,10061813409054,Narol - miasto (4),10061813409000,1809,Powiat lubaczowski
1809055,10061813409055,Narol - obszar wiejski (5),10061813409000,1809,Powiat lubaczowski
1809063,10061813409063,Oleszyce (3),10061813409000,1809,Powiat lubaczowski
1809064,10061813409064,Oleszyce - miasto (4),10061813409000,1809,Powiat lubaczowski
1809065,10061813409065,Oleszyce - obszar wiejski (5),10061813409000,1809,Powiat lubaczowski
1809072,10061813409072,Stary Dzików (2),10061813409000,1809,Powiat lubaczowski
1809082,10061813409082,Wielkie Oczy (2),10061813409000,1809,Powiat lubaczowski
1810011,10061813510011,Łańcut (1),10061813510000,1810,Powiat łańcucki
1810022,10061813510022,Białobrzegi (2),10061813510000,1810,Powiat łańcucki
1810032,10061813510032,Czarna (2),10061813510000,1810,Powiat łańcucki
1810042,10061813510042,Łańcut (2),10061813510000,1810,Powiat łańcucki
1810052,10061813510052,Markowa (2),10061813510000,1810,Powiat łańcucki
1810062,10061813510062,Rakszawa (2),10061813510000,1810,Powiat łańcucki
1810072,10061813510072,Żołynia (2),10061813510000,1810,Powiat łańcucki
1811011,10061813611011,Mielec (1),10061813611000,1811,Powiat mielecki
1811022,10061813611022,Borowa (2),10061813611000,1811,Powiat mielecki
1811032,10061813611032,Czermin (2),10061813611000,1811,Powiat mielecki
1811042,10061813611042,Gawłuszowice (2),10061813611000,1811,Powiat mielecki
1811052,10061813611052,Mielec (2),10061813611000,1811,Powiat mielecki
1811062,10061813611062,Padew Narodowa (2),10061813611000,1811,Powiat mielecki
1811073,10061813611073,Przecław (3),10061813611000,1811,Powiat mielecki
1811074,10061813611074,Przecław - miasto (4),10061813611000,1811,Powiat mielecki
1811075,10061813611075,Przecław - obszar wiejski (5),10061813611000,1811,Powiat mielecki
1811083,10061813611083,Radomyśl Wielki (3),10061813611000,1811,Powiat mielecki
1811084,10061813611084,Radomyśl Wielki - miasto (4),10061813611000,1811,Powiat mielecki
1811085,10061813611085,Radomyśl Wielki - obszar wiejski (5),10061813611000,1811,Powiat mielecki
1811092,10061813611092,Tuszów Narodowy (2),10061813611000,1811,Powiat mielecki
1811102,10061813611102,Wadowice Górne (2),10061813611000,1811,Powiat mielecki
1812012,10061813612012,Harasiuki (2),10061813612000,1812,Powiat niżański
1812022,10061813612022,Jarocin (2),10061813612000,1812,Powiat niżański
1812032,10061813612032,Jeżowe (2),10061813612000,1812,Powiat niżański
1812042,10061813612042,Krzeszów (2),10061813612000,1812,Powiat niżański
1812053,10061813612053,Nisko (3),10061813612000,1812,Powiat niżański
1812054,10061813612054,Nisko - miasto (4),10061813612000,1812,Powiat niżański
1812055,10061813612055,Nisko - obszar wiejski (5),10061813612000,1812,Powiat niżański
1812063,10061813612063,Rudnik nad Sanem (3),10061813612000,1812,Powiat niżański
1812064,10061813612064,Rudnik nad Sanem - miasto (4),10061813612000,1812,Powiat niżański
1812065,10061813612065,Rudnik nad Sanem - obszar wiejski (5),10061813612000,1812,Powiat niżański
1812073,10061813612073,Ulanów (3),10061813612000,1812,Powiat niżański
1812074,10061813612074,Ulanów - miasto (4),10061813612000,1812,Powiat niżański
1812075,10061813612075,Ulanów - obszar wiejski (5),10061813612000,1812,Powiat niżański
1813012,10061813413012,Bircza (2),10061813413000,1813,Powiat przemyski
1813023,10061813413023,Dubiecko (3),10061813413000,1813,Powiat przemyski
1813024,10061813413024,Dubiecko - miasto (4),10061813413000,1813,Powiat przemyski
1813025,10061813413025,Dubiecko - obszar wiejski (5),10061813413000,1813,Powiat przemyski
1813032,10061813413032,Fredropol (2),10061813413000,1813,Powiat przemyski
1813042,10061813413042,Krasiczyn (2),10061813413000,1813,Powiat przemyski
1813052,10061813413052,Krzywcza (2),10061813413000,1813,Powiat przemyski
1813062,10061813413062,Medyka (2),10061813413000,1813,Powiat przemyski
1813072,10061813413072,Orły (2),10061813413000,1813,Powiat przemyski
1813082,10061813413082,Przemyśl (2),10061813413000,1813,Powiat przemyski
1813092,10061813413092,Stubno (2),10061813413000,1813,Powiat przemyski
1813102,10061813413102,Żurawica (2),10061813413000,1813,Powiat przemyski
1814011,10061813414011,Przeworsk (1),10061813414000,1814,Powiat przeworski
1814022,10061813414022,Adamówka (2),10061813414000,1814,Powiat przeworski
1814032,10061813414032,Gać (2),10061813414000,1814,Powiat przeworski
1814042,10061813414042,Jawornik Polski (2),10061813414000,1814,Powiat przeworski
1814053,10061813414053,Kańczuga (3),10061813414000,1814,Powiat przeworski
1814054,10061813414054,Kańczuga - miasto (4),10061813414000,1814,Powiat przeworski
1814055,10061813414055,Kańczuga - obszar wiejski (5),10061813414000,1814,Powiat przeworski
1814062,10061813414062,Przeworsk (2),10061813414000,1814,Powiat przeworski
1814073,10061813414073,Sieniawa (3),10061813414000,1814,Powiat przeworski
1814074,10061813414074,Sieniawa - miasto (4),10061813414000,1814,Powiat przeworski
1814075,10061813414075,Sieniawa - obszar wiejski (5),10061813414000,1814,Powiat przeworski
1814082,10061813414082,Tryńcza (2),10061813414000,1814,Powiat przeworski
1814092,10061813414092,Zarzecze (2),10061813414000,1814,Powiat przeworski
1815012,10061813515012,Iwierzyce (2),10061813515000,1815,Powiat ropczycko-sędziszowski
1815022,10061813515022,Ostrów (2),10061813515000,1815,Powiat ropczycko-sędziszowski
1815033,10061813515033,Ropczyce (3),10061813515000,1815,Powiat ropczycko-sędziszowski
1815034,10061813515034,Ropczyce - miasto (4),10061813515000,1815,Powiat ropczycko-sędziszowski
1815035,10061813515035,Ropczyce - obszar wiejski (5),10061813515000,1815,Powiat ropczycko-sędziszowski
1815043,10061813515043,Sędziszów Małopolski (3),10061813515000,1815,Powiat ropczycko-sędziszowski
1815044,10061813515044,Sędziszów Małopolski - miasto (4),10061813515000,1815,Powiat ropczycko-sędziszowski
1815045,10061813515045,Sędziszów Małopolski - obszar wiejski (5),10061813515000,1815,Powiat ropczycko-sędziszowski
1815052,10061813515052,Wielopole Skrzyńskie (2),10061813515000,1815,Powiat ropczycko-sędziszowski
1816011,10061813516011,Dynów (1),10061813516000,1816,Powiat rzeszowski
1816023,10061813516023,Błażowa (3),10061813516000,1816,Powiat rzeszowski
1816024,10061813516024,Błażowa - miasto (4),10061813516000,1816,Powiat rzeszowski
1816025,10061813516025,Błażowa - obszar wiejski (5),10061813516000,1816,Powiat rzeszowski
1816033,10061813516033,Boguchwała (3),10061813516000,1816,Powiat rzeszowski
1816034,10061813516034,Boguchwała - miasto (4),10061813516000,1816,Powiat rzeszowski
1816035,10061813516035,Boguchwała - obszar wiejski (5),10061813516000,1816,Powiat rzeszowski
1816042,10061813516042,Chmielnik (2),10061813516000,1816,Powiat rzeszowski
1816052,10061813516052,Dynów (2),10061813516000,1816,Powiat rzeszowski
1816063,10061813516063,Głogów Małopolski (3),10061813516000,1816,Powiat rzeszowski
1816064,10061813516064,Głogów Małopolski - miasto (4),10061813516000,1816,Powiat rzeszowski
1816065,10061813516065,Głogów Małopolski - obszar wiejski (5),10061813516000,1816,Powiat rzeszowski
1816072,10061813516072,Hyżne (2),10061813516000,1816,Powiat rzeszowski
1816082,10061813516082,Kamień (2),10061813516000,1816,Powiat rzeszowski
1816092,10061813516092,Krasne (2),10061813516000,1816,Powiat rzeszowski
1816102,10061813516102,Lubenia (2),10061813516000,1816,Powiat rzeszowski
1816113,10061813516113,Sokołów Małopolski (3),10061813516000,1816,Powiat rzeszowski
1816114,10061813516114,Sokołów Małopolski - miasto (4),10061813516000,1816,Powiat rzeszowski
1816115,10061813516115,Sokołów Małopolski - obszar wiejski (5),10061813516000,1816,Powiat rzeszowski
1816122,10061813516122,Świlcza (2),10061813516000,1816,Powiat rzeszowski
1816132,10061813516132,Trzebownisko (2),10061813516000,1816,Powiat rzeszowski
1816143,10061813516143,Tyczyn (3),10061813516000,1816,Powiat rzeszowski
1816144,10061813516144,Tyczyn - miasto (4),10061813516000,1816,Powiat rzeszowski
1816145,10061813516145,Tyczyn - obszar wiejski (5),10061813516000,1816,Powiat rzeszowski
1817011,10061813317011,Sanok (1),10061813317000,1817,Powiat sanocki
1817022,10061813317022,Besko (2),10061813317000,1817,Powiat sanocki
1817032,10061813317032,Bukowsko (2),10061813317000,1817,Powiat sanocki
1817042,10061813317042,Komańcza (2),10061813317000,1817,Powiat sanocki
1817052,10061813317052,Sanok (2),10061813317000,1817,Powiat sanocki
1817062,10061813317062,Tyrawa Wołoska (2),10061813317000,1817,Powiat sanocki
1817073,10061813317073,Zagórz (3),10061813317000,1817,Powiat sanocki
1817074,10061813317074,Zagórz - miasto (4),10061813317000,1817,Powiat sanocki
1817075,10061813317075,Zagórz - obszar wiejski (5),10061813317000,1817,Powiat sanocki
1817082,10061813317082,Zarszyn (2),10061813317000,1817,Powiat sanocki
1818011,10061813618011,Stalowa Wola (1),10061813618000,1818,Powiat stalowowolski
1818022,10061813618022,Bojanów (2),10061813618000,1818,Powiat stalowowolski
1818032,10061813618032,Pysznica (2),10061813618000,1818,Powiat stalowowolski
1818042,10061813618042,Radomyśl nad Sanem (2),10061813618000,1818,Powiat stalowowolski
1818053,10061813618053,Zaklików (3),10061813618000,1818,Powiat stalowowolski
1818054,10061813618054,Zaklików - miasto (4),10061813618000,1818,Powiat stalowowolski
1818055,10061813618055,Zaklików - obszar wiejski (5),10061813618000,1818,Powiat stalowowolski
1818062,10061813618062,Zaleszany (2),10061813618000,1818,Powiat stalowowolski
1819012,10061813519012,Czudec (2),10061813519000,1819,Powiat strzyżowski
1819022,10061813519022,Frysztak (2),10061813519000,1819,Powiat strzyżowski
1819032,10061813519032,Niebylec (2),10061813519000,1819,Powiat strzyżowski
1819043,10061813519043,Strzyżów (3),10061813519000,1819,Powiat strzyżowski
1819044,10061813519044,Strzyżów - miasto (4),10061813519000,1819,Powiat strzyżowski
1819045,10061813519045,Strzyżów - obszar wiejski (5),10061813519000,1819,Powiat strzyżowski
1819052,10061813519052,Wiśniowa (2),10061813519000,1819,Powiat strzyżowski
1820013,10061813620013,Baranów Sandomierski (3),10061813620000,1820,Powiat tarnobrzeski
1820014,10061813620014,Baranów Sandomierski - miasto (4),10061813620000,1820,Powiat tarnobrzeski
1820015,10061813620015,Baranów Sandomierski - obszar wiejski (5),10061813620000,1820,Powiat tarnobrzeski
1820022,10061813620022,Gorzyce (2),10061813620000,1820,Powiat tarnobrzeski
1820032,10061813620032,Grębów (2),10061813620000,1820,Powiat tarnobrzeski
1820043,10061813620043,Nowa Dęba (3),10061813620000,1820,Powiat tarnobrzeski
1820044,10061813620044,Nowa Dęba - miasto (4),10061813620000,1820,Powiat tarnobrzeski
1820045,10061813620045,Nowa Dęba - obszar wiejski (5),10061813620000,1820,Powiat tarnobrzeski
1821012,10061813321012,Baligród (2),10061813321000,1821,Powiat leski
1821022,10061813321022,Cisna (2),10061813321000,1821,Powiat leski
1821033,10061813321033,Lesko (3),10061813321000,1821,Powiat leski
1821034,10061813321034,Lesko - miasto (4),10061813321000,1821,Powiat leski
1821035,10061813321035,Lesko - obszar wiejski (5),10061813321000,1821,Powiat leski
1821042,10061813321042,Olszanica (2),10061813321000,1821,Powiat leski
1821052,10061813321052,Solina (2),10061813321000,1821,Powiat leski
1861011,10061813361011,Krosno (1),10061813361000,1861,Powiat m. Krosno
1862011,10061813462011,Przemyśl (1),10061813462000,1862,Powiat m. Przemyśl
1863011,10061813563011,Rzeszów (1),10061813563000,1863,Powiat m. Rzeszów
1864011,10061813664011,Tarnobrzeg (1),10061813664000,1864,Powiat m. Tarnobrzeg
2001011,10062013901011,Augustów (1),10062013901000,2001,Powiat augustowski
2001022,10062013901022,Augustów (2),10062013901000,2001,Powiat augustowski
2001032,10062013901032,Bargłów Kościelny (2),10062013901000,2001,Powiat augustowski
2001043,10062013901043,Lipsk (3),10062013901000,2001,Powiat augustowski
2001044,10062013901044,Lipsk - miasto (4),10062013901000,2001,Powiat augustowski
2001045,10062013901045,Lipsk - obszar wiejski (5),10062013901000,2001,Powiat augustowski
2001052,10062013901052,Nowinka (2),10062013901000,2001,Powiat augustowski
2001062,10062013901062,Płaska (2),10062013901000,2001,Powiat augustowski
2001072,10062013901072,Sztabin (2),10062013901000,2001,Powiat augustowski
2002013,10062013702013,Choroszcz (3),10062013702000,2002,Powiat białostocki
2002014,10062013702014,Choroszcz - miasto (4),10062013702000,2002,Powiat białostocki
2002015,10062013702015,Choroszcz - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002023,10062013702023,Czarna Białostocka (3),10062013702000,2002,Powiat białostocki
2002024,10062013702024,Czarna Białostocka - miasto (4),10062013702000,2002,Powiat białostocki
2002025,10062013702025,Czarna Białostocka - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002032,10062013702032,Dobrzyniewo Duże (2),10062013702000,2002,Powiat białostocki
2002042,10062013702042,Gródek (2),10062013702000,2002,Powiat białostocki
2002052,10062013702052,Juchnowiec Kościelny (2),10062013702000,2002,Powiat białostocki
2002063,10062013702063,Łapy (3),10062013702000,2002,Powiat białostocki
2002064,10062013702064,Łapy - miasto (4),10062013702000,2002,Powiat białostocki
2002065,10062013702065,Łapy - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002073,10062013702073,Michałowo (3),10062013702000,2002,Powiat białostocki
2002074,10062013702074,Michałowo - miasto (4),10062013702000,2002,Powiat białostocki
2002075,10062013702075,Michałowo - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002082,10062013702082,Poświętne (2),10062013702000,2002,Powiat białostocki
2002093,10062013702093,Supraśl (3),10062013702000,2002,Powiat białostocki
2002094,10062013702094,Supraśl - miasto (4),10062013702000,2002,Powiat białostocki
2002095,10062013702095,Supraśl - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002103,10062013702103,Suraż (3),10062013702000,2002,Powiat białostocki
2002104,10062013702104,Suraż - miasto (4),10062013702000,2002,Powiat białostocki
2002105,10062013702105,Suraż - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002112,10062013702112,Turośń Kościelna (2),10062013702000,2002,Powiat białostocki
2002123,10062013702123,Tykocin (3),10062013702000,2002,Powiat białostocki
2002124,10062013702124,Tykocin - miasto (4),10062013702000,2002,Powiat białostocki
2002125,10062013702125,Tykocin - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002133,10062013702133,Wasilków (3),10062013702000,2002,Powiat białostocki
2002134,10062013702134,Wasilków - miasto (4),10062013702000,2002,Powiat białostocki
2002135,10062013702135,Wasilków - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002143,10062013702143,Zabłudów (3),10062013702000,2002,Powiat białostocki
2002144,10062013702144,Zabłudów - miasto (4),10062013702000,2002,Powiat białostocki
2002145,10062013702145,Zabłudów - obszar wiejski (5),10062013702000,2002,Powiat białostocki
2002152,10062013702152,Zawady (2),10062013702000,2002,Powiat białostocki
2003011,10062013803011,Bielsk Podlaski (1),10062013803000,2003,Powiat bielski
2003021,10062013803021,Brańsk (1),10062013803000,2003,Powiat bielski
2003032,10062013803032,Bielsk Podlaski (2),10062013803000,2003,Powiat bielski
2003042,10062013803042,Boćki (2),10062013803000,2003,Powiat bielski
2003052,10062013803052,Brańsk (2),10062013803000,2003,Powiat bielski
2003062,10062013803062,Orla (2),10062013803000,2003,Powiat bielski
2003072,10062013803072,Rudka (2),10062013803000,2003,Powiat bielski
2003082,10062013803082,Wyszki (2),10062013803000,2003,Powiat bielski
2004011,10062013904011,Grajewo (1),10062013904000,2004,Powiat grajewski
2004022,10062013904022,Grajewo (2),10062013904000,2004,Powiat grajewski
2004032,10062013904032,Radziłów (2),10062013904000,2004,Powiat grajewski
2004043,10062013904043,Rajgród (3),10062013904000,2004,Powiat grajewski
2004044,10062013904044,Rajgród - miasto (4),10062013904000,2004,Powiat grajewski
2004045,10062013904045,Rajgród - obszar wiejski (5),10062013904000,2004,Powiat grajewski
2004053,10062013904053,Szczuczyn (3),10062013904000,2004,Powiat grajewski
2004054,10062013904054,Szczuczyn - miasto (4),10062013904000,2004,Powiat grajewski
2004055,10062013904055,Szczuczyn - obszar wiejski (5),10062013904000,2004,Powiat grajewski
2004062,10062013904062,Wąsosz (2),10062013904000,2004,Powiat grajewski
2005011,10062013805011,Hajnówka (1),10062013805000,2005,Powiat hajnowski
2005022,10062013805022,Białowieża (2),10062013805000,2005,Powiat hajnowski
2005032,10062013805032,Czeremcha (2),10062013805000,2005,Powiat hajnowski
2005042,10062013805042,Czyże (2),10062013805000,2005,Powiat hajnowski
2005052,10062013805052,Dubicze Cerkiewne (2),10062013805000,2005,Powiat hajnowski
2005062,10062013805062,Hajnówka (2),10062013805000,2005,Powiat hajnowski
2005073,10062013805073,Kleszczele (3),10062013805000,2005,Powiat hajnowski
2005074,10062013805074,Kleszczele - miasto (4),10062013805000,2005,Powiat hajnowski
2005075,10062013805075,Kleszczele - obszar wiejski (5),10062013805000,2005,Powiat hajnowski
2005082,10062013805082,Narew (2),10062013805000,2005,Powiat hajnowski
2005092,10062013805092,Narewka (2),10062013805000,2005,Powiat hajnowski
2006011,10062013806011,Kolno (1),10062013806000,2006,Powiat kolneński
2006022,10062013806022,Grabowo (2),10062013806000,2006,Powiat kolneński
2006032,10062013806032,Kolno (2),10062013806000,2006,Powiat kolneński
2006042,10062013806042,Mały Płock (2),10062013806000,2006,Powiat kolneński
2006053,10062013806053,Stawiski (3),10062013806000,2006,Powiat kolneński
2006054,10062013806054,Stawiski - miasto (4),10062013806000,2006,Powiat kolneński
2006055,10062013806055,Stawiski - obszar wiejski (5),10062013806000,2006,Powiat kolneński
2006062,10062013806062,Turośl (2),10062013806000,2006,Powiat kolneński
2007013,10062013807013,Jedwabne (3),10062013807000,2007,Powiat łomżyński
2007014,10062013807014,Jedwabne - miasto (4),10062013807000,2007,Powiat łomżyński
2007015,10062013807015,Jedwabne - obszar wiejski (5),10062013807000,2007,Powiat łomżyński
2007022,10062013807022,Łomża (2),10062013807000,2007,Powiat łomżyński
2007032,10062013807032,Miastkowo (2),10062013807000,2007,Powiat łomżyński
2007043,10062013807043,Nowogród (3),10062013807000,2007,Powiat łomżyński
2007044,10062013807044,Nowogród - miasto (4),10062013807000,2007,Powiat łomżyński
2007045,10062013807045,Nowogród - obszar wiejski (5),10062013807000,2007,Powiat łomżyński
2007052,10062013807052,Piątnica (2),10062013807000,2007,Powiat łomżyński
2007062,10062013807062,Przytuły (2),10062013807000,2007,Powiat łomżyński
2007072,10062013807072,Śniadowo (2),10062013807000,2007,Powiat łomżyński
2007082,10062013807082,Wizna (2),10062013807000,2007,Powiat łomżyński
2007092,10062013807092,Zbójna (2),10062013807000,2007,Powiat łomżyński
2008013,10062013908013,Goniądz (3),10062013908000,2008,Powiat moniecki
