,county_code,sex,education,pse1_nc_pop,pse2_nc_emp,county_kts,county_name
1534,1801,males,"lower secondary, primary and incomplete primary",1853,421,10061813301000,Powiat bieszczadzki
1535,1801,males,tertiary,1318,954,10061813301000,Powiat bieszczadzki
1536,1802,females,basic vocational or basic sectoral vocational,5139,1930,10061813302000,Powiat brzozowski
1537,1802,females,general secondary and post-secondary,8337,4149,10061813302000,Powiat brzozowski
1538,1802,females,"lower secondary, primary and incomplete primary",6785,553,10061813302000,Powiat brzozowski
1539,1802,females,tertiary,6122,4421,10061813302000,Powiat brzozowski
1540,1802,males,basic vocational or basic sectoral vocational,8727,4841,10061813302000,Powiat brzozowski
1541,1802,males,general secondary and post-secondary,8158,5458,10061813302000,Powiat brzozowski
1542,1802,males,"lower secondary, primary and incomplete primary",5677,899,10061813302000,Powiat brzozowski
1543,1802,males,tertiary,3426,2622,10061813302000,Powiat brzozowski
1544,1803,females,basic vocational or basic sectoral vocational,10716,4225,10061813603000,Powiat dębicki
1545,1803,females,general secondary and post-secondary,19343,10372,10061813603000,Powiat dębicki
1546,1803,females,"lower secondary, primary and incomplete primary",11201,1030,10061813603000,Powiat dębicki
1547,1803,females,tertiary,13189,9445,10061813603000,Powiat dębicki
1548,1803,males,basic vocational or basic sectoral vocational,16533,10274,10061813603000,Powiat dębicki
1549,1803,males,general secondary and post-secondary,18748,13546,10061813603000,Powiat dębicki
1550,1803,males,"lower secondary, primary and incomplete primary",10145,2223,10061813603000,Powiat dębicki
1551,1803,males,tertiary,8297,6360,10061813603000,Powiat dębicki
1552,1804,females,basic vocational or basic sectoral vocational,9499,3576,10061813404000,Powiat jarosławski
1553,1804,females,general secondary and post-secondary,16929,8084,10061813404000,Powiat jarosławski
1554,1804,females,"lower secondary, primary and incomplete primary",10541,835,10061813404000,Powiat jarosławski
1555,1804,females,tertiary,12557,8931,10061813404000,Powiat jarosławski
1556,1804,males,basic vocational or basic sectoral vocational,14304,8197,10061813404000,Powiat jarosławski
1557,1804,males,general secondary and post-secondary,15882,10511,10061813404000,Powiat jarosławski
1558,1804,males,"lower secondary, primary and incomplete primary",9486,1983,10061813404000,Powiat jarosławski
1559,1804,males,tertiary,7664,5935,10061813404000,Powiat jarosławski
1560,1805,females,basic vocational or basic sectoral vocational,9724,3302,10061813305000,Powiat jasielski
1561,1805,females,general secondary and post-secondary,15490,7753,10061813305000,Powiat jasielski
1562,1805,females,"lower secondary, primary and incomplete primary",9759,686,10061813305000,Powiat jasielski
1563,1805,females,tertiary,10849,7466,10061813305000,Powiat jasielski
1564,1805,males,basic vocational or basic sectoral vocational,15806,8504,10061813305000,Powiat jasielski
1565,1805,males,general secondary and post-secondary,13872,9307,10061813305000,Powiat jasielski
1566,1805,males,"lower secondary, primary and incomplete primary",8084,1382,10061813305000,Powiat jasielski
1567,1805,males,tertiary,7179,5362,10061813305000,Powiat jasielski
1568,1806,females,basic vocational or basic sectoral vocational,5435,2346,10061813506000,Powiat kolbuszowski
1569,1806,females,general secondary and post-secondary,8327,4585,10061813506000,Powiat kolbuszowski
1570,1806,females,"lower secondary, primary and incomplete primary",5624,358,10061813506000,Powiat kolbuszowski
1571,1806,females,tertiary,5648,3943,10061813506000,Powiat kolbuszowski
1572,1806,males,basic vocational or basic sectoral vocational,8410,5070,10061813506000,Powiat kolbuszowski
1573,1806,males,general secondary and post-secondary,8127,5564,10061813506000,Powiat kolbuszowski
1574,1806,males,"lower secondary, primary and incomplete primary",5405,1041,10061813506000,Powiat kolbuszowski
1575,1806,males,tertiary,3185,2388,10061813506000,Powiat kolbuszowski
1576,1807,females,basic vocational or basic sectoral vocational,9206,3263,10061813307000,Powiat krośnieński
1577,1807,females,general secondary and post-secondary,14953,7960,10061813307000,Powiat krośnieński
1578,1807,females,"lower secondary, primary and incomplete primary",9591,649,10061813307000,Powiat krośnieński
1579,1807,females,tertiary,11234,8216,10061813307000,Powiat krośnieński
1580,1807,males,basic vocational or basic sectoral vocational,14807,8377,10061813307000,Powiat krośnieński
1581,1807,males,general secondary and post-secondary,14680,10310,10061813307000,Powiat krośnieński
1582,1807,males,"lower secondary, primary and incomplete primary",7905,1393,10061813307000,Powiat krośnieński
1583,1807,males,tertiary,7186,5622,10061813307000,Powiat krośnieński
1584,1808,females,basic vocational or basic sectoral vocational,5976,2260,10061813608000,Powiat leżajski
1585,1808,females,general secondary and post-secondary,8870,4482,10061813608000,Powiat leżajski
1586,1808,females,"lower secondary, primary and incomplete primary",5943,400,10061813608000,Powiat leżajski
1587,1808,females,tertiary,6769,4676,10061813608000,Powiat leżajski
1588,1808,males,basic vocational or basic sectoral vocational,9374,5237,10061813608000,Powiat leżajski
1589,1808,males,general secondary and post-secondary,8614,5686,10061813608000,Powiat leżajski
1590,1808,males,"lower secondary, primary and incomplete primary",5185,769,10061813608000,Powiat leżajski
1591,1808,males,tertiary,4171,3051,10061813608000,Powiat leżajski
1592,1809,females,basic vocational or basic sectoral vocational,4399,1900,10061813409000,Powiat lubaczowski
1593,1809,females,general secondary and post-secondary,7198,3755,10061813409000,Powiat lubaczowski
1594,1809,females,"lower secondary, primary and incomplete primary",5408,443,10061813409000,Powiat lubaczowski
1595,1809,females,tertiary,5298,3754,10061813409000,Powiat lubaczowski
1596,1809,males,basic vocational or basic sectoral vocational,7168,4208,10061813409000,Powiat lubaczowski
1597,1809,males,general secondary and post-secondary,6917,4588,10061813409000,Powiat lubaczowski
1598,1809,males,"lower secondary, primary and incomplete primary",4985,1067,10061813409000,Powiat lubaczowski
1599,1809,males,tertiary,3276,2439,10061813409000,Powiat lubaczowski
1600,1810,females,basic vocational or basic sectoral vocational,5728,2164,10061813510000,Powiat łańcucki
1601,1810,females,general secondary and post-secondary,11600,6201,10061813510000,Powiat łańcucki
1602,1810,females,"lower secondary, primary and incomplete primary",5992,356,10061813510000,Powiat łańcucki
1603,1810,females,tertiary,9692,7304,10061813510000,Powiat łańcucki
1604,1810,males,basic vocational or basic sectoral vocational,9044,5183,10061813510000,Powiat łańcucki
1605,1810,males,general secondary and post-secondary,11406,7982,10061813510000,Powiat łańcucki
1606,1810,males,"lower secondary, primary and incomplete primary",5831,1022,10061813510000,Powiat łańcucki
1607,1810,males,tertiary,5925,4785,10061813510000,Powiat łańcucki
1608,1811,females,basic vocational or basic sectoral vocational,12590,5392,10061813611000,Powiat mielecki
1609,1811,females,general secondary and post-secondary,18617,10707,10061813611000,Powiat mielecki
1610,1811,females,"lower secondary, primary and incomplete primary",9823,827,10061813611000,Powiat mielecki
1611,1811,females,tertiary,14013,10265,10061813611000,Powiat mielecki
1612,1811,males,basic vocational or basic sectoral vocational,18478,11695,10061813611000,Powiat mielecki
1613,1811,males,general secondary and post-secondary,17891,12891,10061813611000,Powiat mielecki
1614,1811,males,"lower secondary, primary and incomplete primary",8726,1816,10061813611000,Powiat mielecki
1615,1811,males,tertiary,8736,6741,10061813611000,Powiat mielecki
1616,1812,females,basic vocational or basic sectoral vocational,5429,2039,10061813612000,Powiat niżański
1617,1812,females,general secondary and post-secondary,8685,4357,10061813612000,Powiat niżański
1618,1812,females,"lower secondary, primary and incomplete primary",6138,500,10061813612000,Powiat niżański
1619,1812,females,tertiary,6277,4184,10061813612000,Powiat niżański
1620,1812,males,basic vocational or basic sectoral vocational,8680,4891,10061813612000,Powiat niżański
1621,1812,males,general secondary and post-secondary,8415,5391,10061813612000,Powiat niżański
1622,1812,males,"lower secondary, primary and incomplete primary",5494,1156,10061813612000,Powiat niżański
1623,1812,males,tertiary,3864,2862,10061813612000,Powiat niżański
1624,1813,females,basic vocational or basic sectoral vocational,5450,2169,10061813413000,Powiat przemyski
1625,1813,females,general secondary and post-secondary,9847,5368,10061813413000,Powiat przemyski
1626,1813,females,"lower secondary, primary and incomplete primary",7194,563,10061813413000,Powiat przemyski
1627,1813,females,tertiary,6750,5024,10061813413000,Powiat przemyski
1628,1813,males,basic vocational or basic sectoral vocational,9465,5170,10061813413000,Powiat przemyski
1629,1813,males,general secondary and post-secondary,10084,6890,10061813413000,Powiat przemyski
1630,1813,males,"lower secondary, primary and incomplete primary",6241,1104,10061813413000,Powiat przemyski
1631,1813,males,tertiary,3945,3102,10061813413000,Powiat przemyski
1632,1814,females,basic vocational or basic sectoral vocational,5871,2287,10061813414000,Powiat przeworski
1633,1814,females,general secondary and post-secondary,11132,5798,10061813414000,Powiat przeworski
1634,1814,females,"lower secondary, primary and incomplete primary",7258,473,10061813414000,Powiat przeworski
1635,1814,females,tertiary,7821,5686,10061813414000,Powiat przeworski
1636,1814,males,basic vocational or basic sectoral vocational,9628,5648,10061813414000,Powiat przeworski
1637,1814,males,general secondary and post-secondary,10968,7721,10061813414000,Powiat przeworski
1638,1814,males,"lower secondary, primary and incomplete primary",6184,1108,10061813414000,Powiat przeworski
1639,1814,males,tertiary,4525,3640,10061813414000,Powiat przeworski
1640,1815,females,basic vocational or basic sectoral vocational,5209,2189,10061813515000,Powiat ropczycko-sędziszowski
1641,1815,females,general secondary and post-secondary,10968,6079,10061813515000,Powiat ropczycko-sędziszowski
1642,1815,females,"lower secondary, primary and incomplete primary",6733,469,10061813515000,Powiat ropczycko-sędziszowski
1643,1815,females,tertiary,7040,5308,10061813515000,Powiat ropczycko-sędziszowski
1644,1815,males,basic vocational or basic sectoral vocational,8335,5063,10061813515000,Powiat ropczycko-sędziszowski
1645,1815,males,general secondary and post-secondary,11029,7969,10061813515000,Powiat ropczycko-sędziszowski
1646,1815,males,"lower secondary, primary and incomplete primary",6183,1177,10061813515000,Powiat ropczycko-sędziszowski
1647,1815,males,tertiary,4240,3461,10061813515000,Powiat ropczycko-sędziszowski
1648,1816,females,basic vocational or basic sectoral vocational,12357,5338,10061813516000,Powiat rzeszowski
1649,1816,females,general secondary and post-secondary,23065,13594,10061813516000,Powiat rzeszowski
1650,1816,females,"lower secondary, primary and incomplete primary",14221,948,10061813516000,Powiat rzeszowski
1651,1816,females,tertiary,20376,15973,10061813516000,Powiat rzeszowski
1652,1816,males,basic vocational or basic sectoral vocational,20146,11916,10061813516000,Powiat rzeszowski
1653,1816,males,general secondary and post-secondary,23087,16796,10061813516000,Powiat rzeszowski
1654,1816,males,"lower secondary, primary and incomplete primary",12660,2288,10061813516000,Powiat rzeszowski
1655,1816,males,tertiary,13015,10895,10061813516000,Powiat rzeszowski
1656,1817,females,basic vocational or basic sectoral vocational,7335,2785,10061813317000,Powiat sanocki
1657,1817,females,general secondary and post-secondary,12972,6408,10061813317000,Powiat sanocki
1658,1817,females,"lower secondary, primary and incomplete primary",7765,704,10061813317000,Powiat sanocki
1659,1817,females,tertiary,9929,7075,10061813317000,Powiat sanocki
1660,1817,males,basic vocational or basic sectoral vocational,10949,5871,10061813317000,Powiat sanocki
1661,1817,males,general secondary and post-secondary,12691,8186,10061813317000,Powiat sanocki
1662,1817,males,"lower secondary, primary and incomplete primary",6557,1363,10061813317000,Powiat sanocki
1663,1817,males,tertiary,6484,4736,10061813317000,Powiat sanocki
1664,1818,females,basic vocational or basic sectoral vocational,7544,2470,10061813618000,Powiat stalowowolski
1665,1818,females,general secondary and post-secondary,15069,6901,10061813618000,Powiat stalowowolski
1666,1818,females,"lower secondary, primary and incomplete primary",8351,691,10061813618000,Powiat stalowowolski
1667,1818,females,tertiary,11950,7977,10061813618000,Powiat stalowowolski
1668,1818,males,basic vocational or basic sectoral vocational,11351,5904,10061813618000,Powiat stalowowolski
1669,1818,males,general secondary and post-secondary,14271,9009,10061813618000,Powiat stalowowolski
1670,1818,males,"lower secondary, primary and incomplete primary",7303,1533,10061813618000,Powiat stalowowolski
1671,1818,males,tertiary,8146,5745,10061813618000,Powiat stalowowolski
1672,1819,females,basic vocational or basic sectoral vocational,4993,1940,10061813519000,Powiat strzyżowski
1673,1819,females,general secondary and post-secondary,8243,4490,10061813519000,Powiat strzyżowski
1674,1819,females,"lower secondary, primary and incomplete primary",5632,418,10061813519000,Powiat strzyżowski
1675,1819,females,tertiary,5793,4235,10061813519000,Powiat strzyżowski
1676,1819,males,basic vocational or basic sectoral vocational,8938,5326,10061813519000,Powiat strzyżowski
1677,1819,males,general secondary and post-secondary,7577,5292,10061813519000,Powiat strzyżowski
1678,1819,males,"lower secondary, primary and incomplete primary",4921,879,10061813519000,Powiat strzyżowski
1679,1819,males,tertiary,3377,2636,10061813519000,Powiat strzyżowski
1680,1820,females,basic vocational or basic sectoral vocational,4501,1677,10061813620000,Powiat tarnobrzeski
1681,1820,females,general secondary and post-secondary,7286,3862,10061813620000,Powiat tarnobrzeski
1682,1820,females,"lower secondary, primary and incomplete primary",4796,307,10061813620000,Powiat tarnobrzeski
1683,1820,females,tertiary,5142,3740,10061813620000,Powiat tarnobrzeski
1684,1820,males,basic vocational or basic sectoral vocational,6759,3847,10061813620000,Powiat tarnobrzeski
1685,1820,males,general secondary and post-secondary,7188,4961,10061813620000,Powiat tarnobrzeski
1686,1820,males,"lower secondary, primary and incomplete primary",4117,742,10061813620000,Powiat tarnobrzeski
1687,1820,males,tertiary,2954,2276,10061813620000,Powiat tarnobrzeski
1688,1821,females,basic vocational or basic sectoral vocational,1945,773,10061813321000,Powiat leski
1689,1821,females,general secondary and post-secondary,3674,1943,10061813321000,Powiat leski
1690,1821,females,"lower secondary, primary and incomplete primary",2530,239,10061813321000,Powiat leski
1691,1821,females,tertiary,2584,1820,10061813321000,Powiat leski
1692,1821,males,basic vocational or basic sectoral vocational,2984,1593,10061813321000,Powiat leski
1693,1821,males,general secondary and post-secondary,3519,2271,10061813321000,Powiat leski
1694,1821,males,"lower secondary, primary and incomplete primary",2402,543,10061813321000,Powiat leski
1695,1821,males,tertiary,1714,1271,10061813321000,Powiat leski
1696,1861,females,basic vocational or basic sectoral vocational,2733,739,10061813361000,Powiat m. Krosno
1697,1861,females,general secondary and post-secondary,6868,3033,10061813361000,Powiat m. Krosno
1698,1861,females,"lower secondary, primary and incomplete primary",2527,157,10061813361000,Powiat m. Krosno
1699,1861,females,tertiary,6932,4618,10061813361000,Powiat m. Krosno
1700,1861,males,basic vocational or basic sectoral vocational,3853,1746,10061813361000,Powiat m. Krosno
1701,1861,males,general secondary and post-secondary,6171,3829,10061813361000,Powiat m. Krosno
1702,1861,males,"lower secondary, primary and incomplete primary",2203,306,10061813361000,Powiat m. Krosno
1703,1861,males,tertiary,5030,3612,10061813361000,Powiat m. Krosno
1704,1862,females,basic vocational or basic sectoral vocational,3470,760,10061813462000,Powiat m. Przemyśl
1705,1862,females,general secondary and post-secondary,9714,3737,10061813462000,Powiat m. Przemyśl
1706,1862,females,"lower secondary, primary and incomplete primary",3715,253,10061813462000,Powiat m. Przemyśl
1707,1862,females,tertiary,8487,5648,10061813462000,Powiat m. Przemyśl
1708,1862,males,basic vocational or basic sectoral vocational,4687,1774,10061813462000,Powiat m. Przemyśl
1709,1862,males,general secondary and post-secondary,8607,4787,10061813462000,Powiat m. Przemyśl
1710,1862,males,"lower secondary, primary and incomplete primary",3235,411,10061813462000,Powiat m. Przemyśl
1711,1862,males,tertiary,5863,4025,10061813462000,Powiat m. Przemyśl
1712,1863,females,basic vocational or basic sectoral vocational,8332,2390,10061813563000,Powiat m. Rzeszów
1713,1863,females,general secondary and post-secondary,25891,11597,10061813563000,Powiat m. Rzeszów
1714,1863,females,"lower secondary, primary and incomplete primary",8892,527,10061813563000,Powiat m. Rzeszów
1715,1863,females,tertiary,39310,29289,10061813563000,Powiat m. Rzeszów
1716,1863,males,basic vocational or basic sectoral vocational,11486,5271,10061813563000,Powiat m. Rzeszów
1717,1863,males,general secondary and post-secondary,25047,15714,10061813563000,Powiat m. Rzeszów
1718,1863,males,"lower secondary, primary and incomplete primary",8174,1140,10061813563000,Powiat m. Rzeszów
1719,1863,males,tertiary,30035,23933,10061813563000,Powiat m. Rzeszów
1720,1864,females,basic vocational or basic sectoral vocational,3011,869,10061813664000,Powiat m. Tarnobrzeg
1721,1864,females,general secondary and post-secondary,7069,3115,10061813664000,Powiat m. Tarnobrzeg
1722,1864,females,"lower secondary, primary and incomplete primary",2927,167,10061813664000,Powiat m. Tarnobrzeg
1723,1864,females,tertiary,6457,4551,10061813664000,Powiat m. Tarnobrzeg
1724,1864,males,basic vocational or basic sectoral vocational,4364,2033,10061813664000,Powiat m. Tarnobrzeg
1725,1864,males,general secondary and post-secondary,6795,4103,10061813664000,Powiat m. Tarnobrzeg
1726,1864,males,"lower secondary, primary and incomplete primary",2474,289,10061813664000,Powiat m. Tarnobrzeg
1727,1864,males,tertiary,4295,3187,10061813664000,Powiat m. Tarnobrzeg
1728,2001,females,basic vocational or basic sectoral vocational,3769,1509,10062013901000,Powiat augustowski
1729,2001,females,general secondary and post-secondary,7780,4360,10062013901000,Powiat augustowski
1730,2001,females,"lower secondary, primary and incomplete primary",5768,614,10062013901000,Powiat augustowski
1731,2001,females,tertiary,5784,4056,10062013901000,Powiat augustowski
1732,2001,males,basic vocational or basic sectoral vocational,5912,3552,10062013901000,Powiat augustowski
1733,2001,males,general secondary and post-secondary,7583,5381,10062013901000,Powiat augustowski
1734,2001,males,"lower secondary, primary and incomplete primary",5355,1297,10062013901000,Powiat augustowski
1735,2001,males,tertiary,3497,2611,10062013901000,Powiat augustowski
1736,2002,females,basic vocational or basic sectoral vocational,9196,3437,10062013702000,Powiat białostocki
1737,2002,females,general secondary and post-secondary,20072,11623,10062013702000,Powiat białostocki
1738,2002,females,"lower secondary, primary and incomplete primary",12836,1045,10062013702000,Powiat białostocki
1739,2002,females,tertiary,19532,15041,10062013702000,Powiat białostocki
1740,2002,males,basic vocational or basic sectoral vocational,14648,8180,10062013702000,Powiat białostocki
1741,2002,males,general secondary and post-secondary,21163,14661,10062013702000,Powiat białostocki
1742,2002,males,"lower secondary, primary and incomplete primary",12443,2728,10062013702000,Powiat białostocki
1743,2002,males,tertiary,12740,10292,10062013702000,Powiat białostocki
1744,2003,females,basic vocational or basic sectoral vocational,2877,1261,10062013803000,Powiat bielski
1745,2003,females,general secondary and post-secondary,7603,4272,10062013803000,Powiat bielski
1746,2003,females,"lower secondary, primary and incomplete primary",5952,518,10062013803000,Powiat bielski
1747,2003,females,tertiary,5472,4017,10062013803000,Powiat bielski
1748,2003,males,basic vocational or basic sectoral vocational,5399,3418,10062013803000,Powiat bielski
1749,2003,males,general secondary and post-secondary,7046,5190,10062013803000,Powiat bielski
1750,2003,males,"lower secondary, primary and incomplete primary",5511,1359,10062013803000,Powiat bielski
1751,2003,males,tertiary,3363,2662,10062013803000,Powiat bielski
1752,2004,females,basic vocational or basic sectoral vocational,2666,994,10062013904000,Powiat grajewski
1753,2004,females,general secondary and post-secondary,6527,3400,10062013904000,Powiat grajewski
1754,2004,females,"lower secondary, primary and incomplete primary",5169,730,10062013904000,Powiat grajewski
1755,2004,females,tertiary,4034,2752,10062013904000,Powiat grajewski
1756,2004,males,basic vocational or basic sectoral vocational,5012,2984,10062013904000,Powiat grajewski
1757,2004,males,general secondary and post-secondary,5958,4060,10062013904000,Powiat grajewski
1758,2004,males,"lower secondary, primary and incomplete primary",4893,1406,10062013904000,Powiat grajewski
1759,2004,males,tertiary,2305,1614,10062013904000,Powiat grajewski
1760,2005,females,basic vocational or basic sectoral vocational,2431,841,10062013805000,Powiat hajnowski
1761,2005,females,general secondary and post-secondary,6128,3102,10062013805000,Powiat hajnowski
1762,2005,females,"lower secondary, primary and incomplete primary",4666,241,10062013805000,Powiat hajnowski
1763,2005,females,tertiary,4154,3057,10062013805000,Powiat hajnowski
1764,2005,males,basic vocational or basic sectoral vocational,4123,2039,10062013805000,Powiat hajnowski
1765,2005,males,general secondary and post-secondary,5963,3802,10062013805000,Powiat hajnowski
1766,2005,males,"lower secondary, primary and incomplete primary",3647,661,10062013805000,Powiat hajnowski
1767,2005,males,tertiary,2815,2118,10062013805000,Powiat hajnowski
1768,2006,females,basic vocational or basic sectoral vocational,2576,1268,10062013806000,Powiat kolneński
1769,2006,females,general secondary and post-secondary,4404,2413,10062013806000,Powiat kolneński
1770,2006,females,"lower secondary, primary and incomplete primary",4514,654,10062013806000,Powiat kolneński
1771,2006,females,tertiary,3201,2249,10062013806000,Powiat kolneński
1772,2006,males,basic vocational or basic sectoral vocational,4298,2717,10062013806000,Powiat kolneński
1773,2006,males,general secondary and post-secondary,4287,2888,10062013806000,Powiat kolneński
1774,2006,males,"lower secondary, primary and incomplete primary",4586,1495,10062013806000,Powiat kolneński
1775,2006,males,tertiary,1781,1313,10062013806000,Powiat kolneński
1776,2007,females,basic vocational or basic sectoral vocational,3619,1700,10062013807000,Powiat łomżyński
1777,2007,females,general secondary and post-secondary,6055,3560,10062013807000,Powiat łomżyński
1778,2007,females,"lower secondary, primary and incomplete primary",5904,775,10062013807000,Powiat łomżyński
1779,2007,females,tertiary,4421,3249,10062013807000,Powiat łomżyński
1780,2007,males,basic vocational or basic sectoral vocational,5857,3874,10062013807000,Powiat łomżyński
1781,2007,males,general secondary and post-secondary,6010,4418,10062013807000,Powiat łomżyński
1782,2007,males,"lower secondary, primary and incomplete primary",6009,1841,10062013807000,Powiat łomżyński
1783,2007,males,tertiary,2635,2056,10062013807000,Powiat łomżyński
1784,2008,females,basic vocational or basic sectoral vocational,2578,1097,10062013908000,Powiat moniecki
1785,2008,females,general secondary and post-secondary,5063,2921,10062013908000,Powiat moniecki
1786,2008,females,"lower secondary, primary and incomplete primary",4828,638,10062013908000,Powiat moniecki
1787,2008,females,tertiary,3193,2199,10062013908000,Powiat moniecki
1788,2008,males,basic vocational or basic sectoral vocational,4309,2632,10062013908000,Powiat moniecki
1789,2008,males,general secondary and post-secondary,4922,3535,10062013908000,Powiat moniecki
1790,2008,males,"lower secondary, primary and incomplete primary",4630,1418,10062013908000,Powiat moniecki
1791,2008,males,tertiary,1793,1275,10062013908000,Powiat moniecki
1792,2009,females,basic vocational or basic sectoral vocational,779,313,10062013909000,Powiat sejneński
1793,2009,females,general secondary and post-secondary,2591,1542,10062013909000,Powiat sejneński
1794,2009,females,"lower secondary, primary and incomplete primary",2453,263,10062013909000,Powiat sejneński
1795,2009,females,tertiary,2078,1533,10062013909000,Powiat sejneński
1796,2009,males,basic vocational or basic sectoral vocational,1676,983,10062013909000,Powiat sejneński
1797,2009,males,general secondary and post-secondary,2721,1914,10062013909000,Powiat sejneński
1798,2009,males,"lower secondary, primary and incomplete primary",2319,648,10062013909000,Powiat sejneński
1799,2009,males,tertiary,1184,899,10062013909000,Powiat sejneński
1800,2010,females,basic vocational or basic sectoral vocational,2778,1222,10062013810000,Powiat siemiatycki
1801,2010,females,general secondary and post-secondary,6107,3479,10062013810000,Powiat siemiatycki
1802,2010,females,"lower secondary, primary and incomplete primary",5176,594,10062013810000,Powiat siemiatycki
1803,2010,females,tertiary,3824,2770,10062013810000,Powiat siemiatycki
1804,2010,males,basic vocational or basic sectoral vocational,4473,2833,10062013810000,Powiat siemiatycki
1805,2010,males,general secondary and post-secondary,5622,3929,10062013810000,Powiat siemiatycki
1806,2010,males,"lower secondary, primary and incomplete primary",4918,1429,10062013810000,Powiat siemiatycki
1807,2010,males,tertiary,2370,1835,10062013810000,Powiat siemiatycki
1808,2011,females,basic vocational or basic sectoral vocational,3827,1594,10062013711000,Powiat sokólski
1809,2011,females,general secondary and post-secondary,9170,5195,10062013711000,Powiat sokólski
1810,2011,females,"lower secondary, primary and incomplete primary",7608,742,10062013711000,Powiat sokólski
1811,2011,females,tertiary,5585,4020,10062013711000,Powiat sokólski
1812,2011,males,basic vocational or basic sectoral vocational,6112,3535,10062013711000,Powiat sokólski
1813,2011,males,general secondary and post-secondary,9738,6917,10062013711000,Powiat sokólski
1814,2011,males,"lower secondary, primary and incomplete primary",6567,1697,10062013711000,Powiat sokólski
1815,2011,males,tertiary,3561,2638,10062013711000,Powiat sokólski
1816,2012,females,basic vocational or basic sectoral vocational,1998,1019,10062013912000,Powiat suwalski
1817,2012,females,general secondary and post-secondary,4356,2778,10062013912000,Powiat suwalski
1818,2012,females,"lower secondary, primary and incomplete primary",4378,531,10062013912000,Powiat suwalski
1819,2012,females,tertiary,3128,2414,10062013912000,Powiat suwalski
1820,2012,males,basic vocational or basic sectoral vocational,3708,2590,10062013912000,Powiat suwalski
1821,2012,males,general secondary and post-secondary,4595,3573,10062013912000,Powiat suwalski
1822,2012,males,"lower secondary, primary and incomplete primary",4488,1366,10062013912000,Powiat suwalski
1823,2012,males,tertiary,1906,1559,10062013912000,Powiat suwalski
1824,2013,females,basic vocational or basic sectoral vocational,3670,1647,10062013813000,Powiat wysokomazowiecki
1825,2013,females,general secondary and post-secondary,7453,4541,10062013813000,Powiat wysokomazowiecki
1826,2013,females,"lower secondary, primary and incomplete primary",5729,545,10062013813000,Powiat wysokomazowiecki
1827,2013,females,tertiary,5097,3976,10062013813000,Powiat wysokomazowiecki
1828,2013,males,basic vocational or basic sectoral vocational,6216,3959,10062013813000,Powiat wysokomazowiecki
1829,2013,males,general secondary and post-secondary,7776,5913,10062013813000,Powiat wysokomazowiecki
1830,2013,males,"lower secondary, primary and incomplete primary",5515,1333,10062013813000,Powiat wysokomazowiecki
1831,2013,males,tertiary,3097,2510,10062013813000,Powiat wysokomazowiecki
1832,2014,females,basic vocational or basic sectoral vocational,3209,1291,10062013814000,Powiat zambrowski
1833,2014,females,general secondary and post-secondary,5529,3082,10062013814000,Powiat zambrowski
1834,2014,females,"lower secondary, primary and incomplete primary",4212,436,10062013814000,Powiat zambrowski
1835,2014,females,tertiary,4200,3109,10062013814000,Powiat zambrowski
1836,2014,males,basic vocational or basic sectoral vocational,4921,3051,10062013814000,Powiat zambrowski
1837,2014,males,general secondary and post-secondary,5348,3862,10062013814000,Powiat zambrowski
1838,2014,males,"lower secondary, primary and incomplete primary",4301,1192,10062013814000,Powiat zambrowski
1839,2014,males,tertiary,2488,1933,10062013814000,Powiat zambrowski
1840,2061,females,basic vocational or basic sectoral vocational,14470,4510,10062013761000,Powiat m. Białystok
1841,2061,females,general secondary and post-secondary,41227,20428,10062013761000,Powiat m. Białystok
1842,2061,females,"lower secondary, primary and incomplete primary",16630,1236,10062013761000,Powiat m. Białystok
1843,2061,females,tertiary,52925,39249,10062013761000,Powiat m. Białystok
1844,2061,males,basic vocational or basic sectoral vocational,19585,9776,10062013761000,Powiat m. Białystok
1845,2061,males,general secondary and post-secondary,40151,26177,10062013761000,Powiat m. Białystok
1846,2061,males,"lower secondary, primary and incomplete primary",15719,2850,10062013761000,Powiat m. Białystok
1847,2061,males,tertiary,35763,27962,10062013761000,Powiat m. Białystok
1848,2062,females,basic vocational or basic sectoral vocational,3673,1156,10062013862000,Powiat m. Łomża
1849,2062,females,general secondary and post-secondary,9196,4140,10062013862000,Powiat m. Łomża
1850,2062,females,"lower secondary, primary and incomplete primary",3927,348,10062013862000,Powiat m. Łomża
1851,2062,females,tertiary,8854,6177,10062013862000,Powiat m. Łomża
1852,2062,males,basic vocational or basic sectoral vocational,5605,2980,10062013862000,Powiat m. Łomża
1853,2062,males,general secondary and post-secondary,7984,4996,10062013862000,Powiat m. Łomża
1854,2062,males,"lower secondary, primary and incomplete primary",3932,776,10062013862000,Powiat m. Łomża
1855,2062,males,tertiary,5854,4272,10062013862000,Powiat m. Łomża
1856,2063,females,basic vocational or basic sectoral vocational,3651,1397,10062013963000,Powiat m. Suwałki
1857,2063,females,general secondary and post-secondary,10251,5545,10062013963000,Powiat m. Suwałki
1858,2063,females,"lower secondary, primary and incomplete primary",5417,691,10062013963000,Powiat m. Suwałki
1859,2063,females,tertiary,9416,6840,10062013963000,Powiat m. Suwałki
1860,2063,males,basic vocational or basic sectoral vocational,5951,3360,10062013963000,Powiat m. Suwałki
1861,2063,males,general secondary and post-secondary,9307,6401,10062013963000,Powiat m. Suwałki
