,county_code,year,wage,county_kts,county_name,tp1_nc_pop,tp2_yr_pop,tp3a_nc_employed,tp4a_employed,tp5a_employed_18-64,tp5c_employed,tp6a_employed_18-64,tp6c_employed
5062,1218.0,2015,3115.83,10011212318000,Powiat wadowicki,134934,133146.0,73013.0,76958.0,66986.0,,52040.0,
5063,1219.0,2015,3812.11,10011212019000,Powiat wielicki,115556,100307.0,68536.0,63595.0,51385.0,,43787.0,
5064,1261.0,2015,4431.17,10011212161000,Powiat m. Kraków,702053,658112.0,407738.0,411320.0,320168.0,,268958.0,
5065,1262.0,2015,3302.29,10011212262000,Powiat m. Nowy Sącz,70031,71013.0,34599.0,39057.0,35169.0,,25998.0,
5066,1263.0,2015,3668.76,10011212463000,Powiat m. Tarnów,94241,96540.0,43474.0,50394.0,46352.0,,32521.0,
5067,1401.0,2015,3501.61,10071422701000,Powiat białobrzeski,27916,27837.0,15870.0,16619.0,16083.0,,11868.0,
5068,1402.0,2015,3702.17,10071422502000,Powiat ciechanowski,74840,76747.0,39878.0,43285.0,44395.0,,30950.0,
5069,1403.0,2015,3671.07,10071427103000,Powiat garwoliński,89043,89573.0,50491.0,53296.0,51590.0,,37943.0,
5070,1404.0,2015,3270.47,10071427004000,Powiat gostyniński,38010,39543.0,18592.0,20641.0,22271.0,,14370.0,
5071,1405.0,2015,4211.62,10071413005000,Powiat grodziski,85264,74865.0,49804.0,46566.0,42983.0,,33047.0,
5072,1406.0,2015,3913.66,10071427306000,Powiat grójecki,83976,82953.0,49208.0,51099.0,47363.0,,36064.0,
5073,1407.0,2015,4698.55,10071422707000,Powiat kozienicki,50586,52380.0,25539.0,27814.0,29943.0,,19654.0,
5074,1408.0,2015,3889.27,10071412908000,Powiat legionowski,106979,92989.0,62390.0,57746.0,54360.0,,41728.0,
5075,1409.0,2015,3476.69,10071422709000,Powiat lipski,28380,30265.0,13891.0,15586.0,16812.0,,10702.0,
5076,1410.0,2015,3373.06,10071427110000,Powiat łosicki,25526,26961.0,13388.0,14775.0,14917.0,,10104.0,
5077,1411.0,2015,3217.27,10071422611000,Powiat makowski,36903,38672.0,18562.0,20690.0,21899.0,,14482.0,
5078,1412.0,2015,3533.17,10071412912000,Powiat miński,133261,125424.0,76687.0,76007.0,72300.0,,54158.0,
5079,1413.0,2015,3158.83,10071422513000,Powiat mławski,60437,62386.0,31962.0,35310.0,35743.0,,25007.0,
5080,1414.0,2015,4714.08,10071413014000,Powiat nowodworski,68568,66330.0,39036.0,40130.0,38637.0,,28894.0,
5081,1415.0,2015,3556.24,10071422615000,Powiat ostrołęcki,73809,73196.0,39391.0,42088.0,42821.0,,30435.0,
5082,1416.0,2015,3398.2,10071422616000,Powiat ostrowski,60525,62732.0,31585.0,34754.0,35359.0,,24214.0,
5083,1417.0,2015,3853.17,10071412917000,Powiat otwocki,107544,102786.0,60681.0,61672.0,58285.0,,43228.0,
5084,1418.0,2015,4030.78,10071413018000,Powiat piaseczyński,172906,143774.0,104807.0,92734.0,84322.0,,67228.0,
5085,1419.0,2015,3449.24,10071427019000,Powiat płocki,94614,93732.0,50351.0,52771.0,54037.0,,37606.0,
5086,1420.0,2015,3555.74,10071422520000,Powiat płoński,73645,74624.0,39565.0,42237.0,42628.0,,29824.0,
5087,1421.0,2015,5064.05,10071413021000,Powiat pruszkowski,148946,134237.0,88119.0,84435.0,76274.0,,59304.0,
5088,1422.0,2015,3485.56,10071422622000,Powiat przasnyski,42802,44320.0,22046.0,24332.0,25436.0,,17261.0,
5089,1423.0,2015,3330.53,10071422723000,Powiat przysuski,34462,36511.0,16897.0,18803.0,20271.0,,12904.0,
5090,1424.0,2015,3165.95,10071422524000,Powiat pułtuski,43456,43299.0,23209.0,24464.0,24891.0,,17384.0,
5091,1425.0,2015,3130.03,10071422725000,Powiat radomski,128392,125957.0,64590.0,67765.0,73856.0,,49115.0,
5092,1426.0,2015,3253.13,10071427126000,Powiat siedlecki,68160,67997.0,37993.0,39914.0,38570.0,,27986.0,
5093,1427.0,2015,3253.31,10071427027000,Powiat sierpecki,42831,44863.0,21312.0,23733.0,25642.0,,16767.0,
5094,1428.0,2015,4016.39,10071427328000,Powiat sochaczewski,71942,71749.0,40650.0,42691.0,41264.0,,30349.0,
5095,1429.0,2015,3568.59,10071427129000,Powiat sokołowski,44773,47269.0,23923.0,26471.0,26151.0,,18102.0,
5096,1430.0,2015,3103.03,10071422730000,Powiat szydłowiecki,33025,34028.0,14925.0,16538.0,19525.0,,11730.0,
5097,1432.0,2015,4525.62,10071413032000,Powiat warszawski zachodni,109101,93863.0,65508.0,59697.0,54112.0,,42540.0,
5098,1433.0,2015,3273.22,10071427133000,Powiat węgrowski,54110,56576.0,29176.0,32022.0,31850.0,,22283.0,
5099,1434.0,2015,3634.53,10071412934000,Powiat wołomiński,222058,191275.0,133487.0,122033.0,113234.0,,89299.0,
5100,1435.0,2015,3370.96,10071422635000,Powiat wyszkowski,62377,61468.0,35025.0,36512.0,35698.0,,26211.0,
5101,1436.0,2015,3365.55,10071422736000,Powiat zwoleński,30116,31057.0,15249.0,16615.0,17667.0,,11684.0,
5102,1437.0,2015,3181.04,10071422537000,Powiat żuromiński,31723,33572.0,16114.0,17961.0,18929.0,,12518.0,
5103,1438.0,2015,4003.47,10071427338000,Powiat żyrardowski,65239,64112.0,35447.0,36929.0,36491.0,,25982.0,
5104,1461.0,2015,4108.75,10071422661000,Powiat m. Ostrołęka,43126,44818.0,20445.0,23440.0,26214.0,,16947.0,
5105,1462.0,2015,5078.16,10071427062000,Powiat m. Płock,100722,104486.0,49657.0,55900.0,58830.0,,38905.0,
5106,1463.0,2015,3743.89,10071422763000,Powiat m. Radom,176775,185490.0,83148.0,95156.0,105147.0,,66676.0,
5107,1464.0,2015,3752.28,10071427164000,Powiat m. Siedlce,65025,64316.0,34800.0,36982.0,37119.0,,26383.0,
5108,1465.0,2015,5591.46,10071412865000,Powiat m. st. Warszawa,1608993,1488505.0,965329.0,954132.0,822755.0,,651899.0,
5109,1601.0,2015,3546.88,10031613101000,Powiat brzeski,76537,77924.0,38639.0,43871.0,41787.0,,29555.0,
5110,1602.0,2015,3354.7,10031613102000,Powiat głubczycki,38919,40676.0,17793.0,20785.0,21466.0,,13781.0,
5111,1603.0,2015,4444.99,10031613203000,Powiat kędzierzyńsko-kozielski,78943,84038.0,37463.0,45633.0,44024.0,,30032.0,
5112,1604.0,2015,3529.72,10031613204000,Powiat kluczborski,55467,58119.0,27187.0,32256.0,31100.0,,21684.0,
5113,1605.0,2015,4183.01,10031613205000,Powiat krapkowicki,53313,56332.0,26272.0,32278.0,30424.0,,21901.0,
5114,1606.0,2015,3609.87,10031613106000,Powiat namysłowski,36592,36460.0,18941.0,20709.0,19669.0,,14035.0,
5115,1607.0,2015,3337.24,10031613107000,Powiat nyski,116471,121147.0,54463.0,63602.0,64415.0,,42485.0,
5116,1608.0,2015,3321.49,10031613208000,Powiat oleski,54562,56718.0,27497.0,32499.0,30281.0,,21798.0,
5117,1609.0,2015,3376.9,10031613209000,Powiat opolski,105701,115663.0,54311.0,68935.0,62965.0,,47144.0,
5118,1610.0,2015,3329.8,10031613110000,Powiat prudnicki,46526,48644.0,22483.0,26511.0,25707.0,,17601.0,
5119,1611.0,2015,3575.74,10031613211000,Powiat strzelecki,63133,65616.0,31029.0,37467.0,35359.0,,25364.0,
5120,1661.0,2015,4225.15,10031613261000,Powiat m. Opole,112033,103815.0,60273.0,62185.0,54235.0,,40812.0,
5121,1801.0,2015,3448.24,10061813301000,Powiat bieszczadzki,18363,18798.0,8348.0,9493.0,8790.0,,6433.0,
5122,1802.0,2015,3162.84,10061813302000,Powiat brzozowski,55072,55272.0,25028.0,27249.0,25010.0,,17870.0,
5123,1803.0,2015,3401.58,10061813603000,Powiat dębicki,114327,113579.0,57911.0,63264.0,52132.0,,42084.0,
5124,1804.0,2015,3546.57,10061813404000,Powiat jarosławski,101790,103181.0,48440.0,53551.0,46817.0,,35215.0,
5125,1805.0,2015,3262.91,10061813305000,Powiat jasielski,96522,98062.0,43957.0,48835.0,44389.0,,32038.0,
5126,1806.0,2015,3112.52,10061813506000,Powiat kolbuszowski,53247,52920.0,25482.0,28736.0,24192.0,,19038.0,
5127,1807.0,2015,3021.31,10061813307000,Powiat krośnieński,94676,94532.0,46073.0,49535.0,42535.0,,32302.0,
5128,1808.0,2015,3302.16,10061813608000,Powiat leżajski,58700,59030.0,26723.0,30164.0,26842.0,,19879.0,
5129,1809.0,2015,3168.23,10061813409000,Powiat lubaczowski,46969,48218.0,22272.0,25073.0,21856.0,,16471.0,
5130,1810.0,2015,3115.76,10061813510000,Powiat łańcucki,68608,67121.0,35213.0,36782.0,30093.0,,23900.0,
5131,1811.0,2015,3532.3,10061813611000,Powiat mielecki,115188,115127.0,60778.0,66774.0,52256.0,,43925.0,
5132,1812.0,2015,3017.94,10061813612000,Powiat niżański,56678,57678.0,25553.0,29473.0,26558.0,,19669.0,
5133,1813.0,2015,3195.46,10061813413000,Powiat przemyski,61906,62742.0,29602.0,32563.0,28830.0,,21685.0,
5134,1814.0,2015,3130.09,10061813414000,Powiat przeworski,66100,66492.0,32530.0,35041.0,30055.0,,22955.0,
5135,1815.0,2015,3365.62,10061813515000,Powiat ropczycko-sędziszowski,62585,61349.0,31852.0,33803.0,28013.0,,22370.0,
5136,1816.0,2015,3333.91,10061813516000,Powiat rzeszowski,145699,139644.0,78231.0,80714.0,63571.0,,53252.0,
5137,1817.0,2015,3251.52,10061813317000,Powiat sanocki,79551,81439.0,37391.0,42593.0,36973.0,,28024.0,
5138,1818.0,2015,3651.26,10061813618000,Powiat stalowowolski,90549,93228.0,40667.0,47826.0,42207.0,,31380.0,
5139,1819.0,2015,2990.08,10061813519000,Powiat strzyżowski,52142,52458.0,25337.0,27593.0,23691.0,,18060.0,
5140,1820.0,2015,3531.2,10061813620000,Powiat tarnobrzeski,45261,46144.0,21556.0,24272.0,20949.0,,15970.0,
5141,1821.0,2015,3504.61,10061813321000,Powiat leski,22650,22945.0,10527.0,11702.0,10359.0,,7657.0,
5142,1861.0,2015,3266.12,10061813361000,Powiat m. Krosno,39545,40348.0,18202.0,20497.0,17826.0,,13124.0,
5143,1862.0,2015,3501.18,10061813462000,Powiat m. Przemyśl,51723,54343.0,21574.0,25433.0,23977.0,,16263.0,
5144,1863.0,2015,4231.81,10061813563000,Powiat m. Rzeszów,167258,158586.0,90672.0,93249.0,72185.0,,61514.0,
5145,1864.0,2015,3284.02,10061813664000,Powiat m. Tarnobrzeg,40019,41587.0,18460.0,21251.0,18462.0,,13672.0,
5146,2001.0,2015,3761.95,10062013901000,Powiat augustowski,48739,50531.0,23645.0,27590.0,26073.0,,18561.0,
5147,2002.0,2015,3338.72,10062013702000,Powiat białostocki,131163,123985.0,67616.0,70671.0,64953.0,,48270.0,
5148,2003.0,2015,3924.61,10062013803000,Powiat bielski,45796,49010.0,22886.0,26367.0,23877.0,,16748.0,
5149,2004.0,2015,3984.35,10062013904000,Powiat grajewski,39447,41075.0,18189.0,21688.0,21679.0,,14924.0,
5150,2005.0,2015,3715.52,10062013805000,Powiat hajnowski,36073,39457.0,16031.0,18821.0,18899.0,,11753.0,
5151,2006.0,2015,3393.65,10062013806000,Powiat kolneński,31490,33111.0,15129.0,17979.0,17402.0,,12320.0,
5152,2007.0,2015,3708.32,10062013807000,Powiat łomżyński,42751,43367.0,21694.0,24719.0,22605.0,,16799.0,
5153,2008.0,2015,3364.02,10062013908000,Powiat moniecki,33723,35964.0,15825.0,19528.0,18449.0,,13061.0,
5154,2009.0,2015,3564.4,10062013909000,Powiat sejneński,16844,17755.0,8186.0,9357.0,9012.0,,6192.0,
5155,2010.0,2015,3220.48,10062013810000,Powiat siemiatycki,37208,40206.0,18221.0,21550.0,20022.0,,13992.0,
5156,2011.0,2015,3408.27,10062013711000,Powiat sokólski,55778,59934.0,26568.0,31765.0,30459.0,,21047.0,
5157,2012.0,2015,3120.95,10062013912000,Powiat suwalski,29839,30250.0,15971.0,17484.0,15682.0,,11818.0,
5158,2013.0,2015,3552.72,10062013813000,Powiat wysokomazowiecki,47162,49406.0,24637.0,28161.0,25066.0,,18628.0,
5159,2014.0,2015,3473.68,10062013814000,Powiat zambrowski,36566,37610.0,18167.0,20986.0,19614.0,,14269.0,
5160,2061.0,2015,3844.68,10062013761000,Powiat m. Białystok,255358,253932.0,133296.0,146265.0,133585.0,,100320.0,
5161,2062.0,2015,3338.23,10062013862000,Powiat m. Łomża,52982,54084.0,25070.0,29151.0,29012.0,,20388.0,
5162,2063.0,2015,3435.66,10062013963000,Powiat m. Suwałki,59449,58571.0,30234.0,33503.0,31789.0,,23707.0,
5163,2201.0,2015,3447.3,10042214101000,Powiat bytowski,65028,65157.0,33547.0,37205.0,36145.0,,26460.0,
5164,2202.0,2015,3133.05,10042217202000,Powiat chojnicki,81204,79703.0,41334.0,44554.0,43709.0,,31325.0,
5165,2203.0,2015,3384.44,10042217203000,Powiat człuchowski,46684,47798.0,21710.0,24855.0,26410.0,,17607.0,
5166,2204.0,2015,3806.02,10042214004000,Powiat gdański,104588,88748.0,60876.0,56532.0,50494.0,,41237.0,
5167,2205.0,2015,3275.79,10042214005000,Powiat kartuski,118078,101118.0,69802.0,64311.0,56856.0,,46360.0,
5168,2206.0,2015,3117.95,10042217206000,Powiat kościerski,60245,58108.0,32007.0,33528.0,32044.0,,23704.0,
5169,2207.0,2015,3771.88,10042214207000,Powiat kwidzyński,69490,69262.0,34229.0,38717.0,38638.0,,27690.0,
5170,2208.0,2015,3554.76,10042214108000,Powiat lęborski,54757,55263.0,26034.0,29289.0,30458.0,,20696.0,
5171,2209.0,2015,3408.03,10042214209000,Powiat malborski,53468,54396.0,25424.0,28884.0,29702.0,,20220.0,
5172,2210.0,2015,3422.12,10042214010000,Powiat nowodworski,29635,30456.0,13959.0,15989.0,16901.0,,11376.0,
5173,2211.0,2015,3584.09,10042214011000,Powiat pucki,75072,67901.0,39791.0,39111.0,37898.0,,27986.0,
5174,2212.0,2015,3497.25,10042214112000,Powiat słupski,82381,82282.0,41914.0,46325.0,45887.0,,33121.0,
5175,2213.0,2015,3560.38,10042214213000,Powiat starogardzki,106157,105044.0,53916.0,59140.0,58139.0,,41965.0,
5176,2214.0,2015,3821.28,10042214214000,Powiat tczewski,95979,96135.0,48953.0,54220.0,52676.0,,38089.0,
5177,2215.0,2015,3441.57,10042214015000,Powiat wejherowski,186420,169616.0,101627.0,101430.0,95004.0,,72836.0,
5178,2216.0,2015,3455.74,10042214216000,Powiat sztumski,33963,35331.0,15727.0,18725.0,19781.0,,13441.0,
5179,2261.0,2015,4992.14,10042214361000,Powiat m. Gdańsk,425120,397431.0,235124.0,240843.0,207432.0,,161158.0,
5180,2262.0,2015,4566.82,10042214362000,Powiat m. Gdynia,216211,214021.0,111547.0,121992.0,110099.0,,80457.0,
5181,2263.0,2015,3478.22,10042214163000,Powiat m. Słupsk,77817,80181.0,37202.0,43057.0,42129.0,,29005.0,
5182,2264.0,2015,4836.93,10042214364000,Powiat m. Sopot,29764,33390.0,14135.0,17763.0,16246.0,,11081.0,
5183,2401.0,2015,3451.24,10012415001000,Powiat będziński,129553,130096.0,65280.0,69992.0,65096.0,,47009.0,
5184,2402.0,2015,3613.2,10012414402000,Powiat bielski,140495,136244.0,77809.0,80656.0,70582.0,,56087.0,
5185,2403.0,2015,3455.64,10012414403000,Powiat cieszyński,151326,149611.0,78806.0,84381.0,76403.0,,57841.0,
5186,2404.0,2015,3209.23,10012414604000,Powiat częstochowski,116162,116701.0,60326.0,64186.0,59582.0,,43986.0,
5187,2405.0,2015,3420.49,10012414705000,Powiat gliwicki,97669,98198.0,50006.0,55384.0,50640.0,,38337.0,
5188,2406.0,2015,2978.56,10012414606000,Powiat kłobucki,72448,73102.0,38626.0,41083.0,37130.0,,28009.0,
5189,2407.0,2015,3411.51,10012414507000,Powiat lubliniecki,65438,65589.0,32993.0,36992.0,33926.0,,25684.0,
5190,2408.0,2015,3657.03,10012415108000,Powiat mikołowski,84203,81114.0,45465.0,47046.0,42167.0,,32828.0,
5191,2409.0,2015,3331.77,10012414609000,Powiat myszkowski,60529,61741.0,30001.0,32538.0,31224.0,,22087.0,
5192,2410.0,2015,3372.27,10012415110000,Powiat pszczyński,93124,91018.0,51391.0,53792.0,48742.0,,38667.0,
5193,2411.0,2015,3735.23,10012414911000,Powiat raciborski,89022,94936.0,42514.0,51930.0,49025.0,,35995.0,
5194,2412.0,2015,3624.92,10012414912000,Powiat rybnicki,65086,64962.0,32507.0,34885.0,33904.0,,24438.0,
5195,2413.0,2015,3569.46,10012414513000,Powiat tarnogórski,120386,119621.0,60847.0,66749.0,60616.0,,45401.0,
5196,2414.0,2015,3657.77,10012415114000,Powiat bieruńsko-lędziński,50174,49456.0,27603.0,29278.0,26287.0,,20889.0,
5197,2415.0,2015,3211.61,10012414915000,Powiat wodzisławski,131576,134153.0,62232.0,68820.0,68301.0,,47031.0,
5198,2416.0,2015,3681.04,10012415016000,Powiat zawierciański,101211,104418.0,49370.0,54089.0,51929.0,,36106.0,
5199,2417.0,2015,4059.16,10012414417000,Powiat żywiecki,129231,129445.0,66080.0,71195.0,66210.0,,48880.0,
5200,2461.0,2015,4071.65,10012414461000,Powiat m. Bielsko-Biała,147605,147970.0,76716.0,84195.0,73381.0,,56046.0,
5201,2462.0,2015,4050.32,10012414562000,Powiat m. Bytom,135135,148144.0,62638.0,77035.0,74198.0,,51789.0,
5202,2463.0,2015,3754.13,10012414863000,Powiat m. Chorzów,91247,94195.0,45720.0,52090.0,46641.0,,34621.0,
5203,2464.0,2015,3644.53,10012414664000,Powiat m. Częstochowa,189797,199540.0,93129.0,106554.0,98875.0,,70872.0,
5204,2465.0,2015,4613.23,10012415065000,Powiat m. Dąbrowa Górnicza,103365,106769.0,52073.0,57976.0,54812.0,,39950.0,
5205,2466.0,2015,4726.43,10012414766000,Powiat m. Gliwice,152919,158857.0,79619.0,90866.0,80009.0,,61430.0,
5206,2467.0,2015,6182.71,10012414967000,Powiat m. Jastrzębie-Zdrój,74526,77244.0,33604.0,38468.0,38359.0,,25641.0,
5207,2468.0,2015,5333.82,10012415068000,Powiat m. Jaworzno,78075,80428.0,39323.0,43753.0,41252.0,,30122.0,
5208,2469.0,2015,5262.02,10012414869000,Powiat m. Katowice,254105,263618.0,133428.0,149999.0,129603.0,,98986.0,
5209,2470.0,2015,3787.8,10012414870000,Powiat m. Mysłowice,62628,63786.0,32415.0,35720.0,33201.0,,24956.0,
5210,2471.0,2015,3958.91,10012414571000,Powiat m. Piekary Śląskie,46502,48683.0,22167.0,25315.0,24702.0,,17241.0,
5211,2472.0,2015,3577.97,10012414872000,Powiat m. Ruda Śląska,116165,119285.0,57217.0,63817.0,61190.0,,43941.0,
5212,2473.0,2015,3762.4,10012414973000,Powiat m. Rybnik,115752,118449.0,56232.0,63015.0,61382.0,,43833.0,
5213,2474.0,2015,3700.78,10012414874000,Powiat m. Siemianowice Śląskie,56672,59001.0,28161.0,31861.0,29718.0,,21541.0,
5214,2475.0,2015,3706.45,10012415075000,Powiat m. Sosnowiec,173106,182697.0,83920.0,95733.0,91377.0,,64270.0,
5215,2476.0,2015,3260.66,10012414876000,Powiat m. Świętochłowice,40709,43759.0,19682.0,23455.0,22197.0,,15970.0,
5216,2477.0,2015,4011.32,10012415177000,Powiat m. Tychy,108205,109830.0,56136.0,62274.0,57173.0,,43513.0,
5217,2478.0,2015,3955.12,10012414778000,Powiat m. Zabrze,139369,153445.0,65298.0,82860.0,77765.0,,56367.0,
5218,2479.0,2015,3613.55,10012414979000,Powiat m. Żory,52919,51823.0,26160.0,28347.0,27683.0,,20326.0,
5219,2601.0,2015,3301.87,10052615301000,Powiat buski,61235,63102.0,30596.0,33696.0,29732.0,,21197.0,
5220,2602.0,2015,3900.83,10052615302000,Powiat jędrzejowski,72269,74169.0,35976.0,39235.0,35677.0,,25198.0,
5221,2603.0,2015,3142.99,10052615303000,Powiat kazimierski,28954,30174.0,14181.0,16264.0,14311.0,,10299.0,
5222,2604.0,2015,3246.51,10052615204000,Powiat kielecki,181073,175818.0,96009.0,99337.0,88342.0,,66640.0,
5223,2605.0,2015,3355.31,10052615205000,Powiat konecki,67551,71296.0,30752.0,34650.0,33896.0,,21994.0,
5224,2606.0,2015,3255.65,10052615306000,Powiat opatowski,44147,46429.0,21023.0,23586.0,22317.0,,15136.0,
5225,2607.0,2015,3342.45,10052615207000,Powiat ostrowiecki,92541,98263.0,39888.0,46380.0,46866.0,,29534.0,
5226,2608.0,2015,3349.3,10052615308000,Powiat pińczowski,33219,34836.0,16202.0,18150.0,16427.0,,11427.0,
5227,2609.0,2015,3665.14,10052615309000,Powiat sandomierski,65454,68579.0,31944.0,36073.0,32623.0,,22910.0,
5228,2610.0,2015,3448.29,10052615210000,Powiat skarżyski,63384,67671.0,27526.0,32076.0,32043.0,,20278.0,
5229,2611.0,2015,3387.74,10052615211000,Powiat starachowicki,76217,79702.0,35731.0,40329.0,37725.0,,25486.0,
5230,2612.0,2015,3760.61,10052615312000,Powiat staszowski,60934,62373.0,30533.0,33245.0,30379.0,,21618.0,
5231,2613.0,2015,3510.22,10052615313000,Powiat włoszczowski,38323,39201.0,19224.0,20855.0,18802.0,,13355.0,
5232,2661.0,2015,3845.52,10052615261000,Powiat m. Kielce,164442,171934.0,81120.0,92329.0,81719.0,,58589.0,
5233,2801.0,2015,3314.71,10042815601000,Powiat bartoszycki,47499,50630.0,20436.0,24353.0,24971.0,,16231.0,
5234,2802.0,2015,3241.42,10042815402000,Powiat braniewski,33539,36057.0,15195.0,18173.0,18012.0,,12267.0,
5235,2803.0,2015,3180.05,10042815403000,Powiat działdowski,53760,55190.0,27084.0,30079.0,27380.0,,20165.0,
5236,2804.0,2015,3199.49,10042815404000,Powiat elbląski,47704,48782.0,22491.0,25513.0,24436.0,,17270.0,
5237,2805.0,2015,3184.73,10042815505000,Powiat ełcki,76506,75436.0,35437.0,40660.0,37804.0,,27535.0,
5238,2806.0,2015,3369.69,10042815506000,Powiat giżycki,47838,48887.0,22546.0,25666.0,23946.0,,16988.0,
5239,2807.0,2015,3172.7,10042815407000,Powiat iławski,77576,77278.0,39770.0,43585.0,38397.0,,29265.0,
5240,2808.0,2015,3165.43,10042815608000,Powiat kętrzyński,51818,55242.0,21483.0,25632.0,27099.0,,16992.0,
5241,2809.0,2015,3248.95,10042815609000,Powiat lidzbarski,34150,35962.0,15744.0,18520.0,17625.0,,12266.0,
5242,2810.0,2015,3077.81,10042815610000,Powiat mrągowski,42535,42999.0,20191.0,22875.0,21441.0,,15414.0,
5243,2811.0,2015,3079.14,10042815611000,Powiat nidzicki,27012,28314.0,13106.0,15120.0,14027.0,,10122.0,
5244,2812.0,2015,2878.1,10042815412000,Powiat nowomiejski,36056,36536.0,18605.0,20351.0,17962.0,,13520.0,
5245,2813.0,2015,3357.05,10042815513000,Powiat olecki,28184,29107.0,13390.0,15543.0,14369.0,,10369.0,
5246,2814.0,2015,3559.63,10042815614000,Powiat olsztyński,109655,103741.0,56720.0,59859.0,52632.0,,41039.0,
5247,2815.0,2015,3175.96,10042815415000,Powiat ostródzki,87404,89280.0,41893.0,47676.0,44132.0,,31846.0,
5248,2816.0,2015,3445.13,10042815516000,Powiat piski,46342,48618.0,20440.0,24309.0,23992.0,,16211.0,
5249,2817.0,2015,3482.48,10042815617000,Powiat szczycieński,58273,59447.0,27819.0,31626.0,29654.0,,21319.0,
5250,2818.0,2015,3045.01,10042815518000,Powiat gołdapski,21842,22754.0,10179.0,12060.0,11327.0,,8113.0,
5251,2819.0,2015,3088.51,10042815519000,Powiat węgorzewski,18782,20105.0,8387.0,9872.0,9744.0,,6465.0,
5252,2861.0,2015,3687.8,10042815461000,Powiat m. Elbląg,101580,105214.0,47074.0,55343.0,51063.0,,36296.0,
5253,2862.0,2015,4104.05,10042815662000,Powiat m. Olsztyn,148504,149074.0,78882.0,87506.0,72315.0,,57363.0,
5254,3001.0,2015,3488.04,10023016001000,Powiat chodzieski,39771,39893.0,21008.0,22779.0,22234.0,,15850.0,
5255,3002.0,2015,3506.61,10023016002000,Powiat czarnkowsko-trzcianecki,72876,73490.0,38146.0,41742.0,41004.0,,29076.0,
5256,3003.0,2015,3386.42,10023015803000,Powiat gnieźnieński,121395,121019.0,64823.0,69465.0,67711.0,,48522.0,
5257,3004.0,2015,3415.02,10023015904000,Powiat gostyński,63119,63778.0,36404.0,38713.0,35772.0,,27108.0,
5258,3005.0,2015,2931.27,10023015905000,Powiat grodziski,43209,42237.0,26285.0,27158.0,24159.0,,19394.0,
5259,3006.0,2015,2898.12,10023015706000,Powiat jarociński,59953,60147.0,32558.0,34585.0,33490.0,,24041.0,
5260,3007.0,2015,3035.7,10023015707000,Powiat kaliski,70643,69572.0,40436.0,41813.0,38532.0,,28911.0,
5261,3008.0,2015,2568.52,10023015708000,Powiat kępiński,48392,47228.0,28866.0,29895.0,26460.0,,20910.0,
5262,3009.0,2015,3696.1,10023015809000,Powiat kolski,72155,74915.0,35908.0,39855.0,41075.0,,27281.0,
5263,3010.0,2015,3319.18,10023015810000,Powiat koniński,110097,108167.0,57837.0,60249.0,61084.0,,42476.0,
5264,3011.0,2015,3398.7,10023015911000,Powiat kościański,66357,66611.0,38494.0,40566.0,37263.0,,28331.0,
5265,3012.0,2015,2931.62,10023015712000,Powiat krotoszyński,64771,64868.0,36617.0,38856.0,36123.0,,27013.0,
5266,3013.0,2015,3812.62,10023015913000,Powiat leszczyński,48523,44841.0,29132.0,28564.0,25518.0,,20294.0,
5267,3014.0,2015,3207.93,10023015914000,Powiat międzychodzki,30866,31037.0,16731.0,18095.0,17388.0,,12656.0,
5268,3015.0,2015,3547.42,10023015915000,Powiat nowotomyski,63330,61621.0,37982.0,39314.0,34701.0,,27639.0,
5269,3016.0,2015,3620.93,10023016116000,Powiat obornicki,49904,49043.0,28096.0,29671.0,27914.0,,21083.0,
5270,3017.0,2015,3357.37,10023015717000,Powiat ostrowski,137187,136568.0,75337.0,80302.0,75635.0,,55523.0,
5271,3018.0,2015,3338.34,10023015718000,Powiat ostrzeszowski,46959,46373.0,26698.0,28009.0,25840.0,,19485.0,
5272,3019.0,2015,3569.05,10023016019000,Powiat pilski,114955,116061.0,59201.0,65574.0,65098.0,,45918.0,
5273,3020.0,2015,3308.08,10023015720000,Powiat pleszewski,53058,52964.0,28386.0,30137.0,29564.0,,21001.0,
5274,3021.0,2015,3676.21,10023016121000,Powiat poznański,354878,296673.0,223404.0,198771.0,171927.0,,143809.0,
5275,3022.0,2015,3045.68,10023015922000,Powiat rawicki,50612,50106.0,28486.0,30064.0,27839.0,,20853.0,
5276,3023.0,2015,3171.47,10023015823000,Powiat słupecki,49905,50371.0,26710.0,28611.0,27924.0,,19801.0,
5277,3024.0,2015,3975.8,10023016124000,Powiat szamotulski,77684,74944.0,45543.0,46615.0,42254.0,,32811.0,
5278,3025.0,2015,3626.56,10023016125000,Powiat średzki,49921,47731.0,29121.0,29355.0,27016.0,,20743.0,
5279,3026.0,2015,3250.33,10023016126000,Powiat śremski,51777,50586.0,29873.0,31009.0,28574.0,,21868.0,
5280,3027.0,2015,2999.24,10023015827000,Powiat turecki,70316,70870.0,37434.0,40112.0,39278.0,,27755.0,
5281,3028.0,2015,3346.9,10023016028000,Powiat wągrowiecki,58634,57931.0,32533.0,34411.0,32723.0,,24267.0,
5282,3029.0,2015,3189.94,10023015929000,Powiat wolsztyński,47966,47063.0,28419.0,29650.0,26430.0,,20787.0,
5283,3030.0,2015,3406.61,10023015830000,Powiat wrzesiński,66536,64262.0,37696.0,38750.0,35995.0,,27097.0,
