,county_code,sex,education,pse1_nc_pop,county_kts,county_name
998,1009,males,post-secondary and vocational secondary,4163,10051011809000,Powiat pajęczański
999,1009,males,tertiary,2429,10051011809000,Powiat pajęczański
1000,1010,females,basic vocational or basic sectoral vocational,6725,10051011710000,Powiat piotrkowski
1001,1010,females,general secondary,5455,10051011710000,Powiat piotrkowski
1002,1010,females,"lower secondary, primary and incomplete primary",10115,10051011710000,Powiat piotrkowski
1003,1010,females,post-secondary and vocational secondary,7151,10051011710000,Powiat piotrkowski
1004,1010,females,tertiary,8455,10051011710000,Powiat piotrkowski
1005,1010,males,basic vocational or basic sectoral vocational,10638,10051011710000,Powiat piotrkowski
1006,1010,males,general secondary,3605,10051011710000,Powiat piotrkowski
1007,1010,males,"lower secondary, primary and incomplete primary",9218,10051011710000,Powiat piotrkowski
1008,1010,males,post-secondary and vocational secondary,9035,10051011710000,Powiat piotrkowski
1009,1010,males,tertiary,4451,10051011710000,Powiat piotrkowski
1010,1011,females,basic vocational or basic sectoral vocational,3424,10051011811000,Powiat poddębicki
1011,1011,females,general secondary,1993,10051011811000,Powiat poddębicki
1012,1011,females,"lower secondary, primary and incomplete primary",4735,10051011811000,Powiat poddębicki
1013,1011,females,post-secondary and vocational secondary,3220,10051011811000,Powiat poddębicki
1014,1011,females,tertiary,3596,10051011811000,Powiat poddębicki
1015,1011,males,basic vocational or basic sectoral vocational,5062,10051011811000,Powiat poddębicki
1016,1011,males,general secondary,1469,10051011811000,Powiat poddębicki
1017,1011,males,"lower secondary, primary and incomplete primary",4343,10051011811000,Powiat poddębicki
1018,1011,males,post-secondary and vocational secondary,3686,10051011811000,Powiat poddębicki
1019,1011,males,tertiary,1928,10051011811000,Powiat poddębicki
1020,1012,females,basic vocational or basic sectoral vocational,8772,10051011712000,Powiat radomszczański
1021,1012,females,general secondary,6370,10051011712000,Powiat radomszczański
1022,1012,females,"lower secondary, primary and incomplete primary",11427,10051011712000,Powiat radomszczański
1023,1012,females,post-secondary and vocational secondary,9022,10051011712000,Powiat radomszczański
1024,1012,females,tertiary,10919,10051011712000,Powiat radomszczański
1025,1012,males,basic vocational or basic sectoral vocational,14581,10051011712000,Powiat radomszczański
1026,1012,males,general secondary,3567,10051011712000,Powiat radomszczański
1027,1012,males,"lower secondary, primary and incomplete primary",9795,10051011712000,Powiat radomszczański
1028,1012,males,post-secondary and vocational secondary,10989,10051011712000,Powiat radomszczański
1029,1012,males,tertiary,6069,10051011712000,Powiat radomszczański
1030,1013,females,basic vocational or basic sectoral vocational,3825,10051011913000,Powiat rawski
1031,1013,females,general secondary,2700,10051011913000,Powiat rawski
1032,1013,females,"lower secondary, primary and incomplete primary",4562,10051011913000,Powiat rawski
1033,1013,females,post-secondary and vocational secondary,4003,10051011913000,Powiat rawski
1034,1013,females,tertiary,4702,10051011913000,Powiat rawski
1035,1013,males,basic vocational or basic sectoral vocational,5653,10051011913000,Powiat rawski
1036,1013,males,general secondary,1693,10051011913000,Powiat rawski
1037,1013,males,"lower secondary, primary and incomplete primary",4430,10051011913000,Powiat rawski
1038,1013,males,post-secondary and vocational secondary,4739,10051011913000,Powiat rawski
1039,1013,males,tertiary,2568,10051011913000,Powiat rawski
1040,1014,females,basic vocational or basic sectoral vocational,9214,10051011814000,Powiat sieradzki
1041,1014,females,general secondary,7569,10051011814000,Powiat sieradzki
1042,1014,females,"lower secondary, primary and incomplete primary",11391,10051011814000,Powiat sieradzki
1043,1014,females,post-secondary and vocational secondary,8293,10051011814000,Powiat sieradzki
1044,1014,females,tertiary,11910,10051011814000,Powiat sieradzki
1045,1014,males,basic vocational or basic sectoral vocational,14442,10051011814000,Powiat sieradzki
1046,1014,males,general secondary,4985,10051011814000,Powiat sieradzki
1047,1014,males,"lower secondary, primary and incomplete primary",10384,10051011814000,Powiat sieradzki
1048,1014,males,post-secondary and vocational secondary,9747,10051011814000,Powiat sieradzki
1049,1014,males,tertiary,6728,10051011814000,Powiat sieradzki
1050,1015,females,basic vocational or basic sectoral vocational,3259,10051011915000,Powiat skierniewicki
1051,1015,females,general secondary,1899,10051011915000,Powiat skierniewicki
1052,1015,females,"lower secondary, primary and incomplete primary",3874,10051011915000,Powiat skierniewicki
1053,1015,females,post-secondary and vocational secondary,3116,10051011915000,Powiat skierniewicki
1054,1015,females,tertiary,3703,10051011915000,Powiat skierniewicki
1055,1015,males,basic vocational or basic sectoral vocational,5028,10051011915000,Powiat skierniewicki
1056,1015,males,general secondary,1226,10051011915000,Powiat skierniewicki
1057,1015,males,"lower secondary, primary and incomplete primary",3313,10051011915000,Powiat skierniewicki
1058,1015,males,post-secondary and vocational secondary,4027,10051011915000,Powiat skierniewicki
1059,1015,males,tertiary,2021,10051011915000,Powiat skierniewicki
1060,1016,females,basic vocational or basic sectoral vocational,9797,10051011716000,Powiat tomaszowski
1061,1016,females,general secondary,6626,10051011716000,Powiat tomaszowski
1062,1016,females,"lower secondary, primary and incomplete primary",10829,10051011716000,Powiat tomaszowski
1063,1016,females,post-secondary and vocational secondary,9989,10051011716000,Powiat tomaszowski
1064,1016,females,tertiary,11675,10051011716000,Powiat tomaszowski
1065,1016,males,basic vocational or basic sectoral vocational,12834,10051011716000,Powiat tomaszowski
1066,1016,males,general secondary,4150,10051011716000,Powiat tomaszowski
1067,1016,males,"lower secondary, primary and incomplete primary",9250,10051011716000,Powiat tomaszowski
1068,1016,males,post-secondary and vocational secondary,11621,10051011716000,Powiat tomaszowski
1069,1016,males,tertiary,6711,10051011716000,Powiat tomaszowski
1070,1017,females,basic vocational or basic sectoral vocational,7211,10051011817000,Powiat wieluński
1071,1017,females,general secondary,3994,10051011817000,Powiat wieluński
1072,1017,females,"lower secondary, primary and incomplete primary",6853,10051011817000,Powiat wieluński
1073,1017,females,post-secondary and vocational secondary,5878,10051011817000,Powiat wieluński
1074,1017,females,tertiary,7385,10051011817000,Powiat wieluński
1075,1017,males,basic vocational or basic sectoral vocational,11607,10051011817000,Powiat wieluński
1076,1017,males,general secondary,2216,10051011817000,Powiat wieluński
1077,1017,males,"lower secondary, primary and incomplete primary",5659,10051011817000,Powiat wieluński
1078,1017,males,post-secondary and vocational secondary,6670,10051011817000,Powiat wieluński
1079,1017,males,tertiary,4066,10051011817000,Powiat wieluński
1080,1018,females,basic vocational or basic sectoral vocational,4356,10051011818000,Powiat wieruszowski
1081,1018,females,general secondary,1724,10051011818000,Powiat wieruszowski
1082,1018,females,"lower secondary, primary and incomplete primary",3860,10051011818000,Powiat wieruszowski
1083,1018,females,post-secondary and vocational secondary,3783,10051011818000,Powiat wieruszowski
1084,1018,females,tertiary,3721,10051011818000,Powiat wieruszowski
1085,1018,males,basic vocational or basic sectoral vocational,6923,10051011818000,Powiat wieruszowski
1086,1018,males,general secondary,880,10051011818000,Powiat wieruszowski
1087,1018,males,"lower secondary, primary and incomplete primary",3507,10051011818000,Powiat wieruszowski
1088,1018,males,post-secondary and vocational secondary,4143,10051011818000,Powiat wieruszowski
1089,1018,males,tertiary,1919,10051011818000,Powiat wieruszowski
1090,1019,females,basic vocational or basic sectoral vocational,5313,10051011819000,Powiat zduńskowolski
1091,1019,females,general secondary,4970,10051011819000,Powiat zduńskowolski
1092,1019,females,"lower secondary, primary and incomplete primary",5770,10051011819000,Powiat zduńskowolski
1093,1019,females,post-secondary and vocational secondary,4525,10051011819000,Powiat zduńskowolski
1094,1019,females,tertiary,6641,10051011819000,Powiat zduńskowolski
1095,1019,males,basic vocational or basic sectoral vocational,7274,10051011819000,Powiat zduńskowolski
1096,1019,males,general secondary,3126,10051011819000,Powiat zduńskowolski
1097,1019,males,"lower secondary, primary and incomplete primary",5513,10051011819000,Powiat zduńskowolski
1098,1019,males,post-secondary and vocational secondary,5912,10051011819000,Powiat zduńskowolski
1099,1019,males,tertiary,3885,10051011819000,Powiat zduńskowolski
1100,1020,females,basic vocational or basic sectoral vocational,11789,10051011520000,Powiat zgierski
1101,1020,females,general secondary,10781,10051011520000,Powiat zgierski
1102,1020,females,"lower secondary, primary and incomplete primary",14755,10051011520000,Powiat zgierski
1103,1020,females,post-secondary and vocational secondary,13442,10051011520000,Powiat zgierski
1104,1020,females,tertiary,20853,10051011520000,Powiat zgierski
1105,1020,males,basic vocational or basic sectoral vocational,16024,10051011520000,Powiat zgierski
1106,1020,males,general secondary,7855,10051011520000,Powiat zgierski
1107,1020,males,"lower secondary, primary and incomplete primary",13424,10051011520000,Powiat zgierski
1108,1020,males,post-secondary and vocational secondary,14761,10051011520000,Powiat zgierski
1109,1020,males,tertiary,13041,10051011520000,Powiat zgierski
1110,1021,females,basic vocational or basic sectoral vocational,2605,10051011521000,Powiat brzeziński
1111,1021,females,general secondary,1896,10051011521000,Powiat brzeziński
1112,1021,females,"lower secondary, primary and incomplete primary",3053,10051011521000,Powiat brzeziński
1113,1021,females,post-secondary and vocational secondary,2509,10051011521000,Powiat brzeziński
1114,1021,females,tertiary,3065,10051011521000,Powiat brzeziński
1115,1021,males,basic vocational or basic sectoral vocational,3432,10051011521000,Powiat brzeziński
1116,1021,males,general secondary,1262,10051011521000,Powiat brzeziński
1117,1021,males,"lower secondary, primary and incomplete primary",2743,10051011521000,Powiat brzeziński
1118,1021,males,post-secondary and vocational secondary,2990,10051011521000,Powiat brzeziński
1119,1021,males,tertiary,1780,10051011521000,Powiat brzeziński
1120,1061,females,basic vocational or basic sectoral vocational,40972,10051011661000,Powiat m. Łódź
1121,1061,females,general secondary,51593,10051011661000,Powiat m. Łódź
1122,1061,females,"lower secondary, primary and incomplete primary",47660,10051011661000,Powiat m. Łódź
1123,1061,females,post-secondary and vocational secondary,53673,10051011661000,Powiat m. Łódź
1124,1061,females,tertiary,110245,10051011661000,Powiat m. Łódź
1125,1061,males,basic vocational or basic sectoral vocational,48777,10051011661000,Powiat m. Łódź
1126,1061,males,general secondary,34557,10051011661000,Powiat m. Łódź
1127,1061,males,"lower secondary, primary and incomplete primary",41486,10051011661000,Powiat m. Łódź
1128,1061,males,post-secondary and vocational secondary,53536,10051011661000,Powiat m. Łódź
1129,1061,males,tertiary,73251,10051011661000,Powiat m. Łódź
1130,1062,females,basic vocational or basic sectoral vocational,4092,10051011762000,Powiat m. Piotrków Trybunalski
1131,1062,females,general secondary,5873,10051011762000,Powiat m. Piotrków Trybunalski
1132,1062,females,"lower secondary, primary and incomplete primary",5224,10051011762000,Powiat m. Piotrków Trybunalski
1133,1062,females,post-secondary and vocational secondary,5579,10051011762000,Powiat m. Piotrków Trybunalski
1134,1062,females,tertiary,9436,10051011762000,Powiat m. Piotrków Trybunalski
1135,1062,males,basic vocational or basic sectoral vocational,5784,10051011762000,Powiat m. Piotrków Trybunalski
1136,1062,males,general secondary,3654,10051011762000,Powiat m. Piotrków Trybunalski
1137,1062,males,"lower secondary, primary and incomplete primary",4372,10051011762000,Powiat m. Piotrków Trybunalski
1138,1062,males,post-secondary and vocational secondary,6610,10051011762000,Powiat m. Piotrków Trybunalski
1139,1062,males,tertiary,5966,10051011762000,Powiat m. Piotrków Trybunalski
1140,1063,females,basic vocational or basic sectoral vocational,2674,10051011963000,Powiat m. Skierniewice
1141,1063,females,general secondary,3137,10051011963000,Powiat m. Skierniewice
1142,1063,females,"lower secondary, primary and incomplete primary",2944,10051011963000,Powiat m. Skierniewice
1143,1063,females,post-secondary and vocational secondary,3911,10051011963000,Powiat m. Skierniewice
1144,1063,females,tertiary,7321,10051011963000,Powiat m. Skierniewice
1145,1063,males,basic vocational or basic sectoral vocational,3858,10051011963000,Powiat m. Skierniewice
1146,1063,males,general secondary,2131,10051011963000,Powiat m. Skierniewice
1147,1063,males,"lower secondary, primary and incomplete primary",2797,10051011963000,Powiat m. Skierniewice
1148,1063,males,post-secondary and vocational secondary,4481,10051011963000,Powiat m. Skierniewice
1149,1063,males,tertiary,4775,10051011963000,Powiat m. Skierniewice
1150,1201,females,basic vocational or basic sectoral vocational,8828,10011212001000,Powiat bocheński
1151,1201,females,general secondary,6006,10011212001000,Powiat bocheński
1152,1201,females,"lower secondary, primary and incomplete primary",8072,10011212001000,Powiat bocheński
1153,1201,females,post-secondary and vocational secondary,8749,10011212001000,Powiat bocheński
1154,1201,females,tertiary,11263,10011212001000,Powiat bocheński
1155,1201,males,basic vocational or basic sectoral vocational,14255,10011212001000,Powiat bocheński
1156,1201,males,general secondary,3683,10011212001000,Powiat bocheński
1157,1201,males,"lower secondary, primary and incomplete primary",6976,10011212001000,Powiat bocheński
1158,1201,males,post-secondary and vocational secondary,11017,10011212001000,Powiat bocheński
1159,1201,males,tertiary,6347,10011212001000,Powiat bocheński
1160,1202,females,basic vocational or basic sectoral vocational,8925,10011212402000,Powiat brzeski
1161,1202,females,general secondary,4467,10011212402000,Powiat brzeski
1162,1202,females,"lower secondary, primary and incomplete primary",7405,10011212402000,Powiat brzeski
1163,1202,females,post-secondary and vocational secondary,7929,10011212402000,Powiat brzeski
1164,1202,females,tertiary,8618,10011212402000,Powiat brzeski
1165,1202,males,basic vocational or basic sectoral vocational,14698,10011212402000,Powiat brzeski
1166,1202,males,general secondary,2612,10011212402000,Powiat brzeski
1167,1202,males,"lower secondary, primary and incomplete primary",6340,10011212402000,Powiat brzeski
1168,1202,males,post-secondary and vocational secondary,8496,10011212402000,Powiat brzeski
1169,1202,males,tertiary,4763,10011212402000,Powiat brzeski
1170,1203,females,basic vocational or basic sectoral vocational,9636,10011212303000,Powiat chrzanowski
1171,1203,females,general secondary,8034,10011212303000,Powiat chrzanowski
1172,1203,females,"lower secondary, primary and incomplete primary",10634,10011212303000,Powiat chrzanowski
1173,1203,females,post-secondary and vocational secondary,9692,10011212303000,Powiat chrzanowski
1174,1203,females,tertiary,13526,10011212303000,Powiat chrzanowski
1175,1203,males,basic vocational or basic sectoral vocational,14557,10011212303000,Powiat chrzanowski
1176,1203,males,general secondary,4457,10011212303000,Powiat chrzanowski
1177,1203,males,"lower secondary, primary and incomplete primary",7973,10011212303000,Powiat chrzanowski
1178,1203,males,post-secondary and vocational secondary,13283,10011212303000,Powiat chrzanowski
1179,1203,males,tertiary,8392,10011212303000,Powiat chrzanowski
1180,1204,females,basic vocational or basic sectoral vocational,5222,10011212404000,Powiat dąbrowski
1181,1204,females,general secondary,3276,10011212404000,Powiat dąbrowski
1182,1204,females,"lower secondary, primary and incomplete primary",4955,10011212404000,Powiat dąbrowski
1183,1204,females,post-secondary and vocational secondary,4990,10011212404000,Powiat dąbrowski
1184,1204,females,tertiary,5092,10011212404000,Powiat dąbrowski
1185,1204,males,basic vocational or basic sectoral vocational,8419,10011212404000,Powiat dąbrowski
1186,1204,males,general secondary,1777,10011212404000,Powiat dąbrowski
1187,1204,males,"lower secondary, primary and incomplete primary",4686,10011212404000,Powiat dąbrowski
1188,1204,males,post-secondary and vocational secondary,5775,10011212404000,Powiat dąbrowski
1189,1204,males,tertiary,2827,10011212404000,Powiat dąbrowski
1190,1205,females,basic vocational or basic sectoral vocational,9810,10011212205000,Powiat gorlicki
1191,1205,females,general secondary,4660,10011212205000,Powiat gorlicki
1192,1205,females,"lower secondary, primary and incomplete primary",8619,10011212205000,Powiat gorlicki
1193,1205,females,post-secondary and vocational secondary,10407,10011212205000,Powiat gorlicki
1194,1205,females,tertiary,9634,10011212205000,Powiat gorlicki
1195,1205,males,basic vocational or basic sectoral vocational,15341,10011212205000,Powiat gorlicki
1196,1205,males,general secondary,2941,10011212205000,Powiat gorlicki
1197,1205,males,"lower secondary, primary and incomplete primary",8015,10011212205000,Powiat gorlicki
1198,1205,males,post-secondary and vocational secondary,10639,10011212205000,Powiat gorlicki
1199,1205,males,tertiary,6036,10011212205000,Powiat gorlicki
1200,1206,females,basic vocational or basic sectoral vocational,23495,10011212006000,Powiat krakowski
1201,1206,females,general secondary,16124,10011212006000,Powiat krakowski
1202,1206,females,"lower secondary, primary and incomplete primary",21986,10011212006000,Powiat krakowski
1203,1206,females,post-secondary and vocational secondary,20912,10011212006000,Powiat krakowski
1204,1206,females,tertiary,38875,10011212006000,Powiat krakowski
1205,1206,males,basic vocational or basic sectoral vocational,34387,10011212006000,Powiat krakowski
1206,1206,males,general secondary,10757,10011212006000,Powiat krakowski
1207,1206,males,"lower secondary, primary and incomplete primary",19516,10011212006000,Powiat krakowski
1208,1206,males,post-secondary and vocational secondary,26278,10011212006000,Powiat krakowski
1209,1206,males,tertiary,26016,10011212006000,Powiat krakowski
1210,1207,females,basic vocational or basic sectoral vocational,10863,10011212207000,Powiat limanowski
1211,1207,females,general secondary,5878,10011212207000,Powiat limanowski
1212,1207,females,"lower secondary, primary and incomplete primary",11582,10011212207000,Powiat limanowski
1213,1207,females,post-secondary and vocational secondary,10980,10011212207000,Powiat limanowski
1214,1207,females,tertiary,12264,10011212207000,Powiat limanowski
1215,1207,males,basic vocational or basic sectoral vocational,19726,10011212207000,Powiat limanowski
1216,1207,males,general secondary,3553,10011212207000,Powiat limanowski
1217,1207,males,"lower secondary, primary and incomplete primary",11447,10011212207000,Powiat limanowski
1218,1207,males,post-secondary and vocational secondary,11265,10011212207000,Powiat limanowski
1219,1207,males,tertiary,6018,10011212207000,Powiat limanowski
1220,1208,females,basic vocational or basic sectoral vocational,3637,10011212008000,Powiat miechowski
1221,1208,females,general secondary,2187,10011212008000,Powiat miechowski
1222,1208,females,"lower secondary, primary and incomplete primary",4317,10011212008000,Powiat miechowski
1223,1208,females,post-secondary and vocational secondary,5091,10011212008000,Powiat miechowski
1224,1208,females,tertiary,4808,10011212008000,Powiat miechowski
1225,1208,males,basic vocational or basic sectoral vocational,5728,10011212008000,Powiat miechowski
1226,1208,males,general secondary,1401,10011212008000,Powiat miechowski
1227,1208,males,"lower secondary, primary and incomplete primary",3774,10011212008000,Powiat miechowski
1228,1208,males,post-secondary and vocational secondary,5934,10011212008000,Powiat miechowski
1229,1208,males,tertiary,2797,10011212008000,Powiat miechowski
1230,1209,females,basic vocational or basic sectoral vocational,11499,10011212009000,Powiat myślenicki
1231,1209,females,general secondary,5770,10011212009000,Powiat myślenicki
1232,1209,females,"lower secondary, primary and incomplete primary",10322,10011212009000,Powiat myślenicki
1233,1209,females,post-secondary and vocational secondary,10488,10011212009000,Powiat myślenicki
1234,1209,females,tertiary,14024,10011212009000,Powiat myślenicki
1235,1209,males,basic vocational or basic sectoral vocational,18784,10011212009000,Powiat myślenicki
1236,1209,males,general secondary,4042,10011212009000,Powiat myślenicki
1237,1209,males,"lower secondary, primary and incomplete primary",9426,10011212009000,Powiat myślenicki
1238,1209,males,post-secondary and vocational secondary,11629,10011212009000,Powiat myślenicki
1239,1209,males,tertiary,7478,10011212009000,Powiat myślenicki
1240,1210,females,basic vocational or basic sectoral vocational,17867,10011212210000,Powiat nowosądecki
1241,1210,females,general secondary,10891,10011212210000,Powiat nowosądecki
1242,1210,females,"lower secondary, primary and incomplete primary",17839,10011212210000,Powiat nowosądecki
1243,1210,females,post-secondary and vocational secondary,18010,10011212210000,Powiat nowosądecki
1244,1210,females,tertiary,19408,10011212210000,Powiat nowosądecki
1245,1210,males,basic vocational or basic sectoral vocational,30506,10011212210000,Powiat nowosądecki
1246,1210,males,general secondary,6539,10011212210000,Powiat nowosądecki
1247,1210,males,"lower secondary, primary and incomplete primary",16568,10011212210000,Powiat nowosądecki
1248,1210,males,post-secondary and vocational secondary,20049,10011212210000,Powiat nowosądecki
1249,1210,males,tertiary,10943,10011212210000,Powiat nowosądecki
1250,1211,females,basic vocational or basic sectoral vocational,17832,10011216911000,Powiat nowotarski
1251,1211,females,general secondary,10597,10011216911000,Powiat nowotarski
1252,1211,females,"lower secondary, primary and incomplete primary",19101,10011216911000,Powiat nowotarski
1253,1211,females,post-secondary and vocational secondary,12186,10011216911000,Powiat nowotarski
1254,1211,females,tertiary,17064,10011216911000,Powiat nowotarski
1255,1211,males,basic vocational or basic sectoral vocational,25194,10011216911000,Powiat nowotarski
1256,1211,males,general secondary,6716,10011216911000,Powiat nowotarski
1257,1211,males,"lower secondary, primary and incomplete primary",20179,10011216911000,Powiat nowotarski
1258,1211,males,post-secondary and vocational secondary,12486,10011216911000,Powiat nowotarski
1259,1211,males,tertiary,9333,10011216911000,Powiat nowotarski
1260,1212,females,basic vocational or basic sectoral vocational,7310,10011212312000,Powiat olkuski
1261,1212,females,general secondary,6301,10011212312000,Powiat olkuski
1262,1212,females,"lower secondary, primary and incomplete primary",8793,10011212312000,Powiat olkuski
1263,1212,females,post-secondary and vocational secondary,10482,10011212312000,Powiat olkuski
1264,1212,females,tertiary,13386,10011212312000,Powiat olkuski
1265,1212,males,basic vocational or basic sectoral vocational,11592,10011212312000,Powiat olkuski
1266,1212,males,general secondary,4441,10011212312000,Powiat olkuski
1267,1212,males,"lower secondary, primary and incomplete primary",7022,10011212312000,Powiat olkuski
1268,1212,males,post-secondary and vocational secondary,12246,10011212312000,Powiat olkuski
1269,1212,males,tertiary,8621,10011212312000,Powiat olkuski
1270,1213,females,basic vocational or basic sectoral vocational,14448,10011212313000,Powiat oświęcimski
1271,1213,females,general secondary,8627,10011212313000,Powiat oświęcimski
1272,1213,females,"lower secondary, primary and incomplete primary",11351,10011212313000,Powiat oświęcimski
1273,1213,females,post-secondary and vocational secondary,13298,10011212313000,Powiat oświęcimski
1274,1213,females,tertiary,16301,10011212313000,Powiat oświęcimski
1275,1213,males,basic vocational or basic sectoral vocational,19837,10011212313000,Powiat oświęcimski
1276,1213,males,general secondary,5358,10011212313000,Powiat oświęcimski
1277,1213,males,"lower secondary, primary and incomplete primary",9352,10011212313000,Powiat oświęcimski
1278,1213,males,post-secondary and vocational secondary,15757,10011212313000,Powiat oświęcimski
1279,1213,males,tertiary,10186,10011212313000,Powiat oświęcimski
1280,1214,females,basic vocational or basic sectoral vocational,4354,10011212014000,Powiat proszowicki
1281,1214,females,general secondary,2270,10011212014000,Powiat proszowicki
1282,1214,females,"lower secondary, primary and incomplete primary",4108,10011212014000,Powiat proszowicki
1283,1214,females,post-secondary and vocational secondary,3637,10011212014000,Powiat proszowicki
1284,1214,females,tertiary,3562,10011212014000,Powiat proszowicki
1285,1214,males,basic vocational or basic sectoral vocational,6501,10011212014000,Powiat proszowicki
1286,1214,males,general secondary,1301,10011212014000,Powiat proszowicki
1287,1214,males,"lower secondary, primary and incomplete primary",3707,10011212014000,Powiat proszowicki
1288,1214,males,post-secondary and vocational secondary,4205,10011212014000,Powiat proszowicki
1289,1214,males,tertiary,1838,10011212014000,Powiat proszowicki
1290,1215,females,basic vocational or basic sectoral vocational,7437,10011216915000,Powiat suski
1291,1215,females,general secondary,4676,10011216915000,Powiat suski
1292,1215,females,"lower secondary, primary and incomplete primary",7859,10011216915000,Powiat suski
1293,1215,females,post-secondary and vocational secondary,6619,10011216915000,Powiat suski
1294,1215,females,tertiary,7675,10011216915000,Powiat suski
1295,1215,males,basic vocational or basic sectoral vocational,12414,10011216915000,Powiat suski
1296,1215,males,general secondary,2808,10011216915000,Powiat suski
1297,1215,males,"lower secondary, primary and incomplete primary",7393,10011216915000,Powiat suski
1298,1215,males,post-secondary and vocational secondary,6995,10011216915000,Powiat suski
1299,1215,males,tertiary,4071,10011216915000,Powiat suski
1300,1216,females,basic vocational or basic sectoral vocational,19596,10011212416000,Powiat tarnowski
1301,1216,females,general secondary,10397,10011212416000,Powiat tarnowski
1302,1216,females,"lower secondary, primary and incomplete primary",16935,10011212416000,Powiat tarnowski
1303,1216,females,post-secondary and vocational secondary,15541,10011212416000,Powiat tarnowski
1304,1216,females,tertiary,18046,10011212416000,Powiat tarnowski
1305,1216,males,basic vocational or basic sectoral vocational,30928,10011212416000,Powiat tarnowski
1306,1216,males,general secondary,6044,10011212416000,Powiat tarnowski
1307,1216,males,"lower secondary, primary and incomplete primary",14659,10011212416000,Powiat tarnowski
1308,1216,males,post-secondary and vocational secondary,18079,10011212416000,Powiat tarnowski
1309,1216,males,tertiary,10454,10011212416000,Powiat tarnowski
1310,1217,females,basic vocational or basic sectoral vocational,5612,10011216917000,Powiat tatrzański
1311,1217,females,general secondary,3567,10011216917000,Powiat tatrzański
1312,1217,females,"lower secondary, primary and incomplete primary",6489,10011216917000,Powiat tatrzański
1313,1217,females,post-secondary and vocational secondary,5369,10011216917000,Powiat tatrzański
1314,1217,females,tertiary,6581,10011216917000,Powiat tatrzański
1315,1217,males,basic vocational or basic sectoral vocational,7445,10011216917000,Powiat tatrzański
1316,1217,males,general secondary,2313,10011216917000,Powiat tatrzański
1317,1217,males,"lower secondary, primary and incomplete primary",6790,10011216917000,Powiat tatrzański
1318,1217,males,post-secondary and vocational secondary,5035,10011216917000,Powiat tatrzański
1319,1217,males,tertiary,4145,10011216917000,Powiat tatrzański
1320,1218,females,basic vocational or basic sectoral vocational,16861,10011212318000,Powiat wadowicki
1321,1218,females,general secondary,7756,10011212318000,Powiat wadowicki
1322,1218,females,"lower secondary, primary and incomplete primary",12716,10011212318000,Powiat wadowicki
1323,1218,females,post-secondary and vocational secondary,13445,10011212318000,Powiat wadowicki
1324,1218,females,tertiary,14587,10011212318000,Powiat wadowicki
1325,1218,males,basic vocational or basic sectoral vocational,24354,10011212318000,Powiat wadowicki
1326,1218,males,general secondary,4996,10011212318000,Powiat wadowicki
1327,1218,males,"lower secondary, primary and incomplete primary",11244,10011212318000,Powiat wadowicki
1328,1218,males,post-secondary and vocational secondary,14467,10011212318000,Powiat wadowicki
1329,1218,males,tertiary,8482,10011212318000,Powiat wadowicki
1330,1219,females,basic vocational or basic sectoral vocational,10630,10011212019000,Powiat wielicki
1331,1219,females,general secondary,7554,10011212019000,Powiat wielicki
1332,1219,females,"lower secondary, primary and incomplete primary",9125,10011212019000,Powiat wielicki
1333,1219,females,post-secondary and vocational secondary,9505,10011212019000,Powiat wielicki
1334,1219,females,tertiary,18681,10011212019000,Powiat wielicki
1335,1219,males,basic vocational or basic sectoral vocational,15826,10011212019000,Powiat wielicki
1336,1219,males,general secondary,5234,10011212019000,Powiat wielicki
1337,1219,males,"lower secondary, primary and incomplete primary",8544,10011212019000,Powiat wielicki
1338,1219,males,post-secondary and vocational secondary,11820,10011212019000,Powiat wielicki
1339,1219,males,tertiary,12231,10011212019000,Powiat wielicki
1340,1261,females,basic vocational or basic sectoral vocational,38361,10011212161000,Powiat m. Kraków
1341,1261,females,general secondary,51863,10011212161000,Powiat m. Kraków
1342,1261,females,"lower secondary, primary and incomplete primary",37112,10011212161000,Powiat m. Kraków
1343,1261,females,post-secondary and vocational secondary,47584,10011212161000,Powiat m. Kraków
1344,1261,females,tertiary,175183,10011212161000,Powiat m. Kraków
1345,1261,males,basic vocational or basic sectoral vocational,49657,10011212161000,Powiat m. Kraków
1346,1261,males,general secondary,37706,10011212161000,Powiat m. Kraków
1347,1261,males,"lower secondary, primary and incomplete primary",32759,10011212161000,Powiat m. Kraków
1348,1261,males,post-secondary and vocational secondary,57954,10011212161000,Powiat m. Kraków
1349,1261,males,tertiary,127810,10011212161000,Powiat m. Kraków
1350,1262,females,basic vocational or basic sectoral vocational,4987,10011212262000,Powiat m. Nowy Sącz
1351,1262,females,general secondary,5656,10011212262000,Powiat m. Nowy Sącz
1352,1262,females,"lower secondary, primary and incomplete primary",4376,10011212262000,Powiat m. Nowy Sącz
1353,1262,females,post-secondary and vocational secondary,6936,10011212262000,Powiat m. Nowy Sącz
1354,1262,females,tertiary,11666,10011212262000,Powiat m. Nowy Sącz
1355,1262,males,basic vocational or basic sectoral vocational,7802,10011212262000,Powiat m. Nowy Sącz
1356,1262,males,general secondary,3659,10011212262000,Powiat m. Nowy Sącz
1357,1262,males,"lower secondary, primary and incomplete primary",4004,10011212262000,Powiat m. Nowy Sącz
1358,1262,males,post-secondary and vocational secondary,7772,10011212262000,Powiat m. Nowy Sącz
1359,1262,males,tertiary,7829,10011212262000,Powiat m. Nowy Sącz
